Paper title,Citing paper title
Towards a foundational API for resilient distributed systems design,On merging hidden Markov models with deformable templates
Towards a foundational API for resilient distributed systems design,The share Operator for Field-Based Coordination
Towards a foundational API for resilient distributed systems design,Simulation of large scale computational ecosystems with Alchemist: A tutorial
Towards a foundational API for resilient distributed systems design,Multiplatform Self-Organizing Systems Through a Kotlin-MP Implementation of Aggregate Computing
Towards a foundational API for resilient distributed systems design,Distributed applications and interoperable systems
Towards a foundational API for resilient distributed systems design,The share Operator for Field-based Coordination
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination
Towards a foundational API for resilient distributed systems design,Stability of aggregate computing
Towards a foundational API for resilient distributed systems design,The share Operator for Field-Based Coordination
Towards a foundational API for resilient distributed systems design,Distributed and Decentralized Algorithms for Functional Programmable Matter
Towards a foundational API for resilient distributed systems design,Progettazione di una piattaforma web per la simulazione di programmi aggregati
Cost-based optimization of multistore query plans,Database management system performance comparisons: A systematic literature review
Cost-based optimization of multistore query plans,Optimizing Data Integration Processes with the Support of Machine Learning-Is it Really Possible?
Cost-based optimization of multistore query plans,Optimising queries for pattern detection over large scale temporally evolving graphs
Cost-based optimization of multistore query plans,On Reasoning About Black-Box Udfs by Classifying their Performance Characteristics
Cost-based optimization of multistore query plans,On the Optimization of Query Plans in Multistores (Discussion Paper)
Cost-based optimization of multistore query plans,Research on Storage and Query Optimization Algorithm of Distributed Database for Big Data
Dynamic Stream Clustering for Real-Time Schema Profiling with Dsc+,DynamicCluStream: An algorithm Based on CluStream to Improve Clustering Quality
Describing and Assessing Cubes Through Intentional Analytics,Causal Banzhaf Value for Aggregate Query Explanations
An auto-tuning process-based 3D model to forecast irrigation demand in kiwifruit,Assessing Soil Water Dynamics in a Drip-Irrigated Grapefruit Orchard Using the HYDRUS 2D/3D Model: A Comparison of Unimodal and Bimodal Hydraulic Functions
Optimizing execution plans in a multistore,Multi-model query languages: taming the variety of big data
Optimizing execution plans in a multistore,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Optimizing execution plans in a multistore,Cost-based optimization of multistore query plans
Optimizing execution plans in a multistore,Towards Human-centric AutoML via Logic and Argumentation.
Optimizing execution plans in a multistore,On the Optimization of Query Plans in Multistores (Discussion Paper)
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Traffic congestion forecasting in shanghai based on multi-period hotspot clustering
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,User‐centered road network traffic analysis with MobilityDB
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Evolving map matching with markov decision processes
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,A Systematic Review of Deep Learning Architectures in Traffic Congestion Prediction.
Smart irrigation system for precision water management: effect on yield and fruit quality of yellow fleshed kiwifruit in northern Italy,Process-driven design of cloud data platforms
Smart irrigation system for precision water management: effect on yield and fruit quality of yellow fleshed kiwifruit in northern Italy,Towards a Process-Driven Design of Data Platforms
Smart irrigation system for precision water management: effect on yield and fruit quality of yellow fleshed kiwifruit in northern Italy,Valutazione preliminare di un sistema smart di gestione automatizzata dell'irrigazione dell'actinidia
Making data platforms smarter with MOSES,A data platform for real-time monitoring and analysis of the brown marmorated stink bug in Northern Italy
Making data platforms smarter with MOSES,Exploiting the internet resources for autonomous robots in agriculture
Making data platforms smarter with MOSES,"A secured big-data sharing platform for materials genome engineering: State-of-the-art, challenges and architecture"
Making data platforms smarter with MOSES,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Making data platforms smarter with MOSES,Metadata Management in Data Lake Environments: A Survey
Making data platforms smarter with MOSES,Cost-based optimization of multistore query plans
Making data platforms smarter with MOSES,Toward data lake technologies for intelligent societies and cities
Making data platforms smarter with MOSES,Process-driven design of cloud data platforms
Making data platforms smarter with MOSES,Towards Human-centric AutoML via Logic and Argumentation.
Making data platforms smarter with MOSES,Towards a Process-Driven Design of Data Platforms
Making data platforms smarter with MOSES,Conceptual formalization of massive storage for advancing decision-making with data analytics
Making data platforms smarter with MOSES,A multi-start simulated annealing strategy for Data Lake Organization Problem
Making data platforms smarter with MOSES,"Mining Data Wrangling Workflows for Patterns, Reuse and Optimisation Opportunities."
Making data platforms smarter with MOSES,Data mesh meets blockchain
Making data platforms smarter with MOSES,Metadata Management Framework For Business Intelligence Driven Data Lakes
Making data platforms smarter with MOSES,METADATA MANAGEMENT FRAMEWORK FOR BI-DRIVEN DATA LAKES
Making data platforms smarter with MOSES,On the Optimization of Query Plans in Multistores (Discussion Paper)
Making data platforms smarter with MOSES,A multi-start simulated annealing strategy for data lake organization problem
Making data platforms smarter with MOSES,Research on mixed transaction analytical data management oriented to data middle platform
Making data platforms smarter with MOSES,Enterprise Data Warehouse Based on Data Vault 2.0 Sourced by a Data Lake: A Banking Industry use Case
Making data platforms smarter with MOSES,A model for automatized data integration in hadoop-based data lakes
Making data platforms smarter with MOSES,Ecossistemas de big data: uma revisão sistemática
Making data platforms smarter with MOSES,Design and Implementation of a Data Platform for Stream Analysis: WeLASER as a Case Study
Making data platforms smarter with MOSES,Metadata Management to Accelerate Big Data Implementation
Making data platforms smarter with MOSES,Concepts towards an automated data pre-processing and preparation within data lakes
Making data platforms smarter with MOSES,Megale: A metadata-driven graph-based system for data lake exploration
A survey and experimental study on privacy-preserving trajectory data publishing,Deep learning for trajectory data management and mining: A survey and beyond
A survey and experimental study on privacy-preserving trajectory data publishing,Crowdsourcing geospatial data for earth and human observations: a review
A survey and experimental study on privacy-preserving trajectory data publishing,Ldptrace: Locally differentially private trajectory synthesis
A survey and experimental study on privacy-preserving trajectory data publishing,Evolutionary dynamic database partitioning optimization for privacy and utility
A survey and experimental study on privacy-preserving trajectory data publishing,DP-TrajGAN: A privacy-aware trajectory generation model with differential privacy
A survey and experimental study on privacy-preserving trajectory data publishing,Addressing data challenges to drive the transformation of smart cities
A survey and experimental study on privacy-preserving trajectory data publishing,Privacy-preserving data fusion for traffic state estimation: A vertical federated learning approach
A survey and experimental study on privacy-preserving trajectory data publishing,Privacy-preserving generation and publication of synthetic trajectory microdata: A comprehensive survey
A survey and experimental study on privacy-preserving trajectory data publishing,BiGRU-DP: Improved differential privacy protection method for trajectory data publishing
A survey and experimental study on privacy-preserving trajectory data publishing,Puts: Privacy-preserving and utility-enhancing framework for trajectory synthesization
A survey and experimental study on privacy-preserving trajectory data publishing,May the privacy be with us: Correlated differential privacy in location data for ITS
A survey and experimental study on privacy-preserving trajectory data publishing,A three-way trajectory privacy-preserving model based on multi-feature fusion
A survey and experimental study on privacy-preserving trajectory data publishing,SoK: Can Trajectory Generation Combine Privacy and Utility?
A survey and experimental study on privacy-preserving trajectory data publishing,Frequency-based randomization for guaranteeing differential privacy in spatial trajectories
A survey and experimental study on privacy-preserving trajectory data publishing,Personalized Privacy Preserving for Spatial Crowdsourcing by Reinforcement Learning in VANETs
A survey and experimental study on privacy-preserving trajectory data publishing,Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns
A survey and experimental study on privacy-preserving trajectory data publishing,CTPP: A Conditional Trajectory Privacy Preservation Scheme Using Blockchain in V2X
A survey and experimental study on privacy-preserving trajectory data publishing,Personalized privacy preservation in consumer mobile trajectories
A survey and experimental study on privacy-preserving trajectory data publishing,Dptraj-pm: Differentially private trajectory synthesis using prefix tree and markov process
A survey and experimental study on privacy-preserving trajectory data publishing,Generation of synthetic trajectory microdata from language models
A survey and experimental study on privacy-preserving trajectory data publishing,Trajectory privacy protection method with smart contract-based query exchange in the Social Internet of Vehicles
A survey and experimental study on privacy-preserving trajectory data publishing,Understanding privacy risks of high-accuracy radio positioning and sensing in wireless networks
A survey and experimental study on privacy-preserving trajectory data publishing,Mining hourly population dynamics by activity type based on decomposition of sequential snapshot data
A survey and experimental study on privacy-preserving trajectory data publishing,Fedvae: Trajectory privacy preserving based on federated variational autoencoder
A survey and experimental study on privacy-preserving trajectory data publishing,An algorithm for streaming differentially private data
A survey and experimental study on privacy-preserving trajectory data publishing,DP-LTGAN: Differentially private trajectory publishing via Locally-aware Transformer-based GAN
A survey and experimental study on privacy-preserving trajectory data publishing,Automatic evaluation of disclosure risks of text anonymization methods
A survey and experimental study on privacy-preserving trajectory data publishing,Enhancing Efficiency and Data Utility in Longitudinal Data Anonymization
A survey and experimental study on privacy-preserving trajectory data publishing,Privacy-preserving method for trajectory data publication based on local preferential anonymity
A survey and experimental study on privacy-preserving trajectory data publishing,RNC-DP: A personalized trajectory data publishing scheme combining road network constraints and GAN
A survey and experimental study on privacy-preserving trajectory data publishing,Protecting personalized trajectory with differential privacy under temporal correlations
A survey and experimental study on privacy-preserving trajectory data publishing,Except-Condition Generative Adversarial Network for Generating Trajectory Data
A survey and experimental study on privacy-preserving trajectory data publishing,PrivStream: An Algorithm for Streaming Differentially Private Data
A survey and experimental study on privacy-preserving trajectory data publishing,Efficient frequency-based randomization for spatial trajectories under differential privacy
A survey and experimental study on privacy-preserving trajectory data publishing,A privacy-aware visual query approach for location-based data
A survey and experimental study on privacy-preserving trajectory data publishing,Federated Genetic Algorithm: Two-Layer Privacy-Preserving Trajectory Data Publishing
A survey and experimental study on privacy-preserving trajectory data publishing,A privacy-preserving vehicle trajectory clustering framework
A survey and experimental study on privacy-preserving trajectory data publishing,Synthetic Trajectory Generation Through Convolutional Neural Networks
A survey and experimental study on privacy-preserving trajectory data publishing,Trajectory Privacy Protection Method Based on Differential Privacy in Crowdsensing
A survey and experimental study on privacy-preserving trajectory data publishing,Heuristic Approach Based on a K-Means Algorithm to Reduce the Cost of Macroscopic Fundamental Diagram Estimation
A survey and experimental study on privacy-preserving trajectory data publishing,Privacy-Preserving Modeling of Trajectory Data: Secure Sharing Solutions for Trajectory Data Based on Granular Computing
A survey and experimental study on privacy-preserving trajectory data publishing,Dynamic-Parameter Genetic Algorithm for Multi-objective Privacy-Preserving Trajectory Data Publishing
A survey and experimental study on privacy-preserving trajectory data publishing,Hyobscure: Hybrid obscuring for privacy-preserving data publishing
A survey and experimental study on privacy-preserving trajectory data publishing,Location Privacy Protection for the Internet of Things with Edge Computing Based on Clustering K-Anonymity
A survey and experimental study on privacy-preserving trajectory data publishing,RCDP: A Privacy-Preserving Approach for Synthesizing Realistic Commuting Data
A survey and experimental study on privacy-preserving trajectory data publishing,Towards Anonymizing Intermodal Mobility Data for Smart Cities
A survey and experimental study on privacy-preserving trajectory data publishing,Enhancing Privacy in Big Data Publishing: -Inference Model
A survey and experimental study on privacy-preserving trajectory data publishing,"Federated Learning and Privacy, Challenges, Threat and Attack Models, and Analysis"
A survey and experimental study on privacy-preserving trajectory data publishing,Preserving Location Privacy with Semantic-Aware Indistinguishability
A survey and experimental study on privacy-preserving trajectory data publishing,A Privacy-Preserving Trajectory Synthesis Method Based on Vector Translation Invariance Supporting Traffic Constraints
A survey and experimental study on privacy-preserving trajectory data publishing,Colossal Trajectory Mining Semantic Co-movement Pattern Mining
A survey and experimental study on privacy-preserving trajectory data publishing,Traj-MergeGAN: A Trajectory Privacy Preservation Model Based on Generative Adversarial Network
A survey and experimental study on privacy-preserving trajectory data publishing,Enhancing Trajectory Data Privacy through Information Gain-Fused Semantic Generalization
A survey and experimental study on privacy-preserving trajectory data publishing,Towards Efficient and Secure Intelligent Transportation Services: AI-driven Traffic Light Controller and Privacy-Preserving Mobility Data Generation
A survey and experimental study on privacy-preserving trajectory data publishing,Differentially Private Synthetic Data Generation Of Data Collected Over Time
A survey and experimental study on privacy-preserving trajectory data publishing,Imporved on Qiu's shemes to resist long-term observation attacks with semantic attributes of location
A survey and experimental study on privacy-preserving trajectory data publishing,PSR-Tree: A Novel Method for Personalized Trajectory Data Protection
A survey and experimental study on privacy-preserving trajectory data publishing,Reciprocal Bucketization (RB)-An Efficient Data Anonymization Model for Smart Hospital Data Publishing.
A survey and experimental study on privacy-preserving trajectory data publishing,A trajectory protection method based on differential privacy and semantic attributes
A survey and experimental study on privacy-preserving trajectory data publishing,Blackhole-Dtp: A Distributed Trajectory Privacy Protection Strategy with Deep Trajectory Training and Data Blackhole
A survey and experimental study on privacy-preserving trajectory data publishing,Enhancing Efficiency and Data Utility in Longitudinal Data Anonymization
A survey and experimental study on privacy-preserving trajectory data publishing,隐私保护下的车辆轨迹聚类方法研究
A survey and experimental study on privacy-preserving trajectory data publishing,"移動軌跡データに対する階層的クラスタリングに基づく(k,δ)-匿名化手法"
A survey and experimental study on privacy-preserving trajectory data publishing,A study on privacy protection techniques for spatiotemporal data
Conversational OLAP in action,Designing a Star Schema for Optimizing the Total Sales of Motorcycles
Conversational OLAP in action,Conversational OLAP
Conversational OLAP in action,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Augmented Business Intelligence.,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Augmented Business Intelligence.,COOL: A framework for conversational OLAP
Augmented Business Intelligence.,A-BI+: A framework for augmented business intelligence
Augmented Business Intelligence.,mRAT-SQL+ GAP: a Portuguese text-to-SQL transformer
Augmented Business Intelligence.,Towards conversational OLAP
Augmented Business Intelligence.,Conversational OLAP
Augmented Business Intelligence.,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Augmented Business Intelligence.,Progettazione e prototipazione di un framework per Conversational OLAP
Explaining cube measures through Intentional Analytics,VOOL: A modular insight-based framework for vocalizing OLAP sessions
Explaining cube measures through Intentional Analytics,Causal Banzhaf Value for Aggregate Query Explanations
Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns,Particle filtering supported probability density estimation of mobility patterns
Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns,Colossal Trajectory Mining Semantic Co-movement Pattern Mining
Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns,Grid-Based Index of Spatiotemporal Data for AIS Trajectories
Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns,Clustering for Discovering Colossal Patterns in High-Dimensional Data
Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns,GS-FFO Based Meta-Heuristic Clustering for Discovering Colossal Patterns in High-Dimensional Data
Towards Conversational OLAP,Natural language interfaces to data
Towards Conversational OLAP,Enhancing cubes with models to describe multidimensional data
Towards Conversational OLAP,COOL: A framework for conversational OLAP
Towards Conversational OLAP,Assess queries for interactive analysis of data cubes
Towards Conversational OLAP,VOOL: A modular insight-based framework for vocalizing OLAP sessions
Towards Conversational OLAP,Talk to Your Data: a Chatbot System for Multidimensional Datasets
Towards Conversational OLAP,The tell-tale cube
Towards Conversational OLAP,Querying multidimensional big data through a chatbot system
Towards Conversational OLAP,Demonstrating Robust Voice Querying with MUVE: Optimally Visualizing Results of Phonetically Similar Queries
Towards Conversational OLAP,Describing multidimensional data through highlights
Towards Conversational OLAP,Opportunities and Challenges for AI-supported Business Intelligence Systems–A Delphi Study
Towards Conversational OLAP,Optimally summarizing data by small fact sets for concise answers to voice queries
Towards Conversational OLAP,Robust Querying for Data Analysis and Processing
Towards Conversational OLAP,Describing and Assessing Cubes Through Intentional Analytics
Towards Conversational OLAP,Robust voice querying with MUVE: optimally visualizing results of phonetically similar queries
Towards Conversational OLAP,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Towards Conversational OLAP,Compressione e Vocalizzazione di Risultati Multidimensionali nel Paradigma OLAP
Enhancing cubes with models to describe multidimensional data,"Cube query interestingness: Novelty, relevance, peculiarity and surprise"
Enhancing cubes with models to describe multidimensional data,Use of conventional business intelligence (bi) systems as the future of big data analysis
Enhancing cubes with models to describe multidimensional data,Insights into commonalities of a sample: A visualization framework to explore unusual subset-dataset relationships
Enhancing cubes with models to describe multidimensional data,Advances on data management and information systems
Enhancing cubes with models to describe multidimensional data,VOOL: A modular insight-based framework for vocalizing OLAP sessions
Enhancing cubes with models to describe multidimensional data,The whys and wherefores of cubes
Enhancing cubes with models to describe multidimensional data,Explaining cube measures through Intentional Analytics
Enhancing cubes with models to describe multidimensional data,Assessment Methods for the Interestingness of Cube Queries.
Enhancing cubes with models to describe multidimensional data,Breaking the 80: 20 rule in health research using large administrative data sets
Enhancing cubes with models to describe multidimensional data,Suggesting assess queries for interactive analysis of multidimensional data
Enhancing cubes with models to describe multidimensional data,Insight-based vocalization of OLAP sessions
Enhancing cubes with models to describe multidimensional data,"Cube interestingness: Novelty, relevance, peculiarity and surprise"
Enhancing cubes with models to describe multidimensional data,Ocean-DC: An analysis ready data cube framework for environmental and climate change monitoring over the port areas
Enhancing cubes with models to describe multidimensional data,Interestingness measures for exploratory data analysis: a survey
Enhancing cubes with models to describe multidimensional data,Optimisation and interactive data analysis: the Traveling Analyst Problem
Enhancing cubes with models to describe multidimensional data,Describing multidimensional data through highlights
Enhancing cubes with models to describe multidimensional data,Describing and Assessing Cubes Through Intentional Analytics
Enhancing cubes with models to describe multidimensional data,Using Regression to Explain Cube Measures
Enhancing cubes with models to describe multidimensional data,"Leveraging users' behavior, intentions and interests for enhancing Exploratory Data Analysis and Data Narration"
Enhancing cubes with models to describe multidimensional data,A framework for crafting data narratives
Enhancing cubes with models to describe multidimensional data,Data Cube Technology for Accessing of Large Database
Enhancing cubes with models to describe multidimensional data,The Research Future of Management Accounting Based on Data-Based Systems
Enhancing cubes with models to describe multidimensional data,Faster Access Of Credit Cards Through Data Cube Technology
Enhancing cubes with models to describe multidimensional data,OLAP HYPERCUBES AS A TOOL FOR ANALYZING MULTIDIMENSIONAL HIGHLY STRUCTURED DATA
Enhancing cubes with models to describe multidimensional data,"of OLAP Sessions. In: Chiusano, S., Cerquitelli, T., Wrembel, R.(eds) Advances in Databases and Information Systems. ADBIS 2022. Lecture Notes in Computer …"
Enhancing cubes with models to describe multidimensional data,". and Stefano Rizzi () D ID DISI-University of Bologna, Bologna, Italy {m. francia, enrico. gallinucci, matteo. golfarelli, stefano. rizzi}@ unibo. it"
Enhancing cubes with models to describe multidimensional data,Optimisation et analyse interactive de données: le Problème du Voyageur de Données
DART: De-Anonymization of personal gazetteers through social trajectories,Toward privacy preservation using clustering based anonymization: recent advances and future research outlook
DART: De-Anonymization of personal gazetteers through social trajectories,Associated information and communication technologies challenges of smart city development
DART: De-Anonymization of personal gazetteers through social trajectories,A survey and experimental study on privacy-preserving trajectory data publishing
DART: De-Anonymization of personal gazetteers through social trajectories,Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns
DART: De-Anonymization of personal gazetteers through social trajectories,Trajectory privacy protection method with smart contract-based query exchange in the Social Internet of Vehicles
DART: De-Anonymization of personal gazetteers through social trajectories,A privacy-aware zero interaction smart mobility system
DART: De-Anonymization of personal gazetteers through social trajectories,The Role of Ideology in Motivating Lone Actor Terrorism: An Analysis of the Online Record of the Christchurch Terrorist
DART: De-Anonymization of personal gazetteers through social trajectories,Colossal Trajectory Mining Semantic Co-movement Pattern Mining
DART: De-Anonymization of personal gazetteers through social trajectories,Privacy preserving location based services: From centralized to federated approaches
DART: De-Anonymization of personal gazetteers through social trajectories,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
DART: De-Anonymization of personal gazetteers through social trajectories,A study on privacy protection techniques for spatiotemporal data
Insight-based vocalization of OLAP sessions,VOOL: A modular insight-based framework for vocalizing OLAP sessions
Insight-based vocalization of OLAP sessions,Personalization of OLAP queries for hierarchical visualization under constraints
Insight-based vocalization of OLAP sessions,Personalized OLAP queries under hierarchical visualization constraint
Insight-based vocalization of OLAP sessions,A framework for crafting data narratives
The whys and wherefores of cubes,VOOL: A modular insight-based framework for vocalizing OLAP sessions
The whys and wherefores of cubes,Explaining cube measures through Intentional Analytics
The whys and wherefores of cubes,Using Regression to Explain Cube Measures
