Paper title,Citing paper title
Augmented Business Intelligence.,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Augmented Business Intelligence.,PROGETTAZIONE E PROTOTIPAZIONE DI UN FRAMEWORK PER CONVERSATIONAL OLAP
A Similarity Function for Multi-Level and Multi-Dimensional Itemsets,Summarization and visualization of multi-level and multi-dimensional itemsets
A Similarity Function for Multi-Level and Multi-Dimensional Itemsets,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Traffic congestion forecasting in shanghai based on multi-period hotspot clustering
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,User‐centered road network traffic analysis with MobilityDB
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Evolving map matching with markov decision processes
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,A Systematic Review of Deep Learning Architectures in Traffic Congestion Prediction.
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Supporting the Generation of Data Narratives,Computational understanding of narratives: A survey
Supporting the Generation of Data Narratives,Enhancing cubes with models to describe multidimensional data
Supporting the Generation of Data Narratives,Computational narratives using Model-Driven Engineering
Supporting the Generation of Data Narratives,A data narrative about tuberculosis pandemic in Gabon.
Supporting the Generation of Data Narratives,On the design of an interactive automatic Python programming skills assessment system
Supporting the Generation of Data Narratives,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Supporting the Generation of Data Narratives,Modéliser la démarche du data journaliste
Supporting the Generation of Data Narratives,Un modèle conceptual de narration de données
Multi-sensor profiling for precision soil-moisture monitoring,Internet-of-Things-Based Multiple-Sensor Monitoring System for Soil Information Diagnosis Using a Smartphone
Multi-sensor profiling for precision soil-moisture monitoring,A pipeline robot system for monitoring soil water content distribution
Multi-sensor profiling for precision soil-moisture monitoring,Optimization algorithm for determining working water head of subsurface irrigation with ceramic emitters based on soil wetting patterns
Multi-sensor profiling for precision soil-moisture monitoring,Model Application for Estimation of Agri-Environmental Indicators of Kiwi Production: A Case Study in Northern Greece
Multi-sensor profiling for precision soil-moisture monitoring,Soil Moisture Mapping Using Electromagnetic Induction in Agricultural System
Multi-sensor profiling for precision soil-moisture monitoring,Fine-grained Soil Moisture Monitoring with PLUTO
Suggesting assess queries for interactive analysis of multidimensional data,The Whys and Wherefores of Cubes
A survey and experimental study on privacy-preserving trajectory data publishing,Dp-trajgan: A privacy-aware trajectory generation model with differential privacy
A survey and experimental study on privacy-preserving trajectory data publishing,LDPTrace: Locally Differentially Private Trajectory Synthesis
A survey and experimental study on privacy-preserving trajectory data publishing,Evolutionary dynamic database partitioning optimization for privacy and utility
A survey and experimental study on privacy-preserving trajectory data publishing,Mining hourly population dynamics by activity type based on decomposition of sequential snapshot data
A survey and experimental study on privacy-preserving trajectory data publishing,Privacy-Preserving Method for Trajectory Data Publication Based on Local Preferential Anonymity
A survey and experimental study on privacy-preserving trajectory data publishing,Frequency-based randomization for guaranteeing differential privacy in spatial trajectories
A survey and experimental study on privacy-preserving trajectory data publishing,A privacy-aware visual query approach for location-based data
A survey and experimental study on privacy-preserving trajectory data publishing,PUTS: Privacy-Preserving and Utility-Enhancing Framework for Trajectory Synthesization
A survey and experimental study on privacy-preserving trajectory data publishing,Personalized privacy preservation in consumer mobile trajectories
A survey and experimental study on privacy-preserving trajectory data publishing,Generation of Synthetic Trajectory Microdata from Language Models
A survey and experimental study on privacy-preserving trajectory data publishing,Generation of Synthetic Trajectory Microdata from Language Models
A survey and experimental study on privacy-preserving trajectory data publishing,Except-Condition Generative Adversarial Network for Generating Trajectory Data
A survey and experimental study on privacy-preserving trajectory data publishing,Understanding Privacy Risks of High-accuracy Radio Positioning and Sensing in Wireless Networks
A survey and experimental study on privacy-preserving trajectory data publishing,A study on privacy protection techniques for spatiotemporal data
Towards a foundational API for resilient distributed systems design,Modelling and simulation of opportunistic IoT services with aggregate computing
Towards a foundational API for resilient distributed systems design,Engineering collective intelligence at the edge with aggregate processes
Towards a foundational API for resilient distributed systems design,Partitioned integration and coordination via the self-organising coordination regions pattern
Towards a foundational API for resilient distributed systems design,From distributed coordination to field calculus and aggregate computing
Towards a foundational API for resilient distributed systems design,A collective adaptive approach to decentralised k-coverage in multi-robot systems
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination through programmable distributed schedulers
Towards a foundational API for resilient distributed systems design,Self-stabilising priority-based multi-leader election and network partitioning
Towards a foundational API for resilient distributed systems design,From field-based coordination to aggregate computing
Towards a foundational API for resilient distributed systems design,Addressing collective computations efficiency: Towards a platform-level reinforcement learning approach
Towards a foundational API for resilient distributed systems design,Field-based coordination with the share operator
Towards a foundational API for resilient distributed systems design,Self-stabilising target counting in wireless sensor networks using euler integration
Towards a foundational API for resilient distributed systems design,On merging hidden Markov models with deformable templates
Towards a foundational API for resilient distributed systems design,Simulation of large scale computational ecosystems with alchemist: a tutorial
Towards a foundational API for resilient distributed systems design,Practical aggregate programming with PROTELIS
Towards a foundational API for resilient distributed systems design,The share Operator for Field-Based Coordination
Towards a foundational API for resilient distributed systems design,Holomorphic differentials of Klein four covers
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination
Towards a foundational API for resilient distributed systems design,Distributed Applications and Interoperable Systems
Towards a foundational API for resilient distributed systems design,Stability of aggregate computing
Towards a foundational API for resilient distributed systems design,Distributed and Decentralized Algorithms for Functional Programmable Matter
Towards a foundational API for resilient distributed systems design,Progettazione di una piattaforma web per la simulazione di programmi aggregati
Cost-based Optimization of Multistore Query Plans,Database management system performance comparisons: A systematic survey
Cost-based Optimization of Multistore Query Plans,On the Optimization of Query Plans in Multistores
Towards Conversational OLAP,Natural language interfaces to data
Towards Conversational OLAP,Enhancing cubes with models to describe multidimensional data
Towards Conversational OLAP,COOL: A framework for conversational OLAP
Towards Conversational OLAP,Assess queries for interactive analysis of data cubes
Towards Conversational OLAP,Demonstrating Robust Voice Querying with MUVE: Optimally Visualizing Results of Phonetically Similar Queries
Towards Conversational OLAP,Optimally summarizing data by small fact sets for concise answers to voice queries
Towards Conversational OLAP,The tell-tale cube
Towards Conversational OLAP,Querying multidimensional big data through a chatbot system
Towards Conversational OLAP,Robust voice querying with MUVE: optimally visualizing results of phonetically similar queries
Towards Conversational OLAP,Describing and Assessing Cubes Through Intentional Analytics
Towards Conversational OLAP,Talk to Your Data: a Chatbot System for Multidimensional Datasets
Towards Conversational OLAP,Describing Multidimensional Data Through Highlights
Towards Conversational OLAP,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Trajectory-based spatiotemporal entity linking,"Spatial data quality in the Internet of Things: Management, exploitation, and prospects"
Trajectory-based spatiotemporal entity linking,Mutual distillation learning network for trajectory-user linking
Trajectory-based spatiotemporal entity linking,A survey and experimental study on privacy-preserving trajectory data publishing
Trajectory-based spatiotemporal entity linking,Information Resilience: the nexus of responsible and agile approaches to information use
Trajectory-based spatiotemporal entity linking,Frequency-based randomization for guaranteeing differential privacy in spatial trajectories
Trajectory-based spatiotemporal entity linking,Spatial data quality in the iot era: management and exploitation
Trajectory-based spatiotemporal entity linking,Leveraging user itinerary to improve personalized deep matching at Fliggy
Trajectory-based spatiotemporal entity linking,Trajectory-User Linking via Hierarchical Spatio-Temporal Attention Networks
Trajectory-based spatiotemporal entity linking,An efficient approach for spatial trajectory anonymization
Trajectory-based spatiotemporal entity linking,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Trajectory-based spatiotemporal entity linking,A study on privacy protection techniques for spatiotemporal data
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,Interactive Hyperparameter Optimization in Multi-Objective Problems via Preference Learning
Crop management with the iot: An interdisciplinary survey,AgriFusion: An architecture for IoT and emerging technologies based on a precision agriculture survey
Crop management with the iot: An interdisciplinary survey,Everything you wanted to know about smart agriculture
Crop management with the iot: An interdisciplinary survey,"Machine learning in precision agriculture: a survey on trends, applications and evaluations over two decades"
Crop management with the iot: An interdisciplinary survey,Prediction of pest insect appearance using sensors and machine learning
Crop management with the iot: An interdisciplinary survey,A smart and mechanized agricultural application: From cultivation to harvest
Crop management with the iot: An interdisciplinary survey,Laser weeding with small autonomous vehicles: Friends or foes?
Crop management with the iot: An interdisciplinary survey,A comprehensive study on smart agriculture applications in India
Crop management with the iot: An interdisciplinary survey,Is the Rural Population Caught in the Whirlwind of the Digital Divide?
Crop management with the iot: An interdisciplinary survey,Multi-sensor profiling for precision soil-moisture monitoring
Crop management with the iot: An interdisciplinary survey,A Scalable Device for Undisturbed Measurement of Water and CO2 Fluxes through Natural Surfaces
Crop management with the iot: An interdisciplinary survey,Sustainable energy storage devices and device design for sensors and actuators applications
Crop management with the iot: An interdisciplinary survey,"Design and Implementation of a Framework for Smart Home Automation Based on Cellular IoT, MQTT, and Serverless Functions"
Crop management with the iot: An interdisciplinary survey,A Path Model of the Intention to Adopt Variable Rate Irrigation in Northeast Italy
Crop management with the iot: An interdisciplinary survey,Evaluation of Different Methods and Models for Grass Cereals' Production Estimation: Case Study in Wheat
Crop management with the iot: An interdisciplinary survey,LambdAgrIoT: a new architecture for agricultural autonomous robots' scheduling: from design to experiments
Crop management with the iot: An interdisciplinary survey,Analysis of the Chlorophyll and Carotenoids Content in Brassica Chinensis Plants Using IoT-Based Sprinkle Irrigation
Crop management with the iot: An interdisciplinary survey,AgroInfo DSF: A Smart Decision Support Framework for Precision Agriculture and Farming
Crop management with the iot: An interdisciplinary survey,Augmented intelligent distributed sensing system model for precision agriculture
Crop management with the iot: An interdisciplinary survey,An IoT-enabled energy-efficient approach for the detection of leaf curl disease in tomato crops
Crop management with the iot: An interdisciplinary survey,Generalization of deep learning models applied to semantic segmentation of in-field natural images in vineyards
Crop management with the iot: An interdisciplinary survey,Internet of Things (IoT) in Soil Management for Achieving Smart Agriculture
Crop management with the iot: An interdisciplinary survey,Smart farming using cloud-based Iot data analytics
Crop management with the iot: An interdisciplinary survey,IoT in farm productivity enhancement
Crop management with the iot: An interdisciplinary survey,The Adoption of the Internet of Things for SMART Agriculture in Zimbabwe
Crop management with the iot: An interdisciplinary survey,Recent advancements of Internet of Things in Precision Agriculture: A Review
Crop management with the iot: An interdisciplinary survey,An Intelligent Agro-Cloud Framework For Efficient Crop Cultivation
Crop management with the iot: An interdisciplinary survey,On Designing and Implementing Agro-ecology IoT Applications: Issues from Applied Research Projects
Crop management with the iot: An interdisciplinary survey,Deployment of IoT Sensors in the Revolution of Agriculture
Crop management with the iot: An interdisciplinary survey,Essentials of Internet of Things in Smart Agriculture: Design Principles and Architectures for Its Application in Various Domains and Use Cases
Crop management with the iot: An interdisciplinary survey,Recent Advances in Agricultural Sciences and Technology
Crop management with the iot: An interdisciplinary survey,A model for automatized data integration in hadoop-based data lakes
Crop management with the iot: An interdisciplinary survey,RAPESEED PRODUCTION ESTIMATION MODEL BASED ON REMOTE SENSING.
Crop management with the iot: An interdisciplinary survey,Potential and Trends of IoT Application in Agriculture in Vietnam
Crop management with the iot: An interdisciplinary survey,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Crop management with the iot: An interdisciplinary survey,"A Path Model of the Intention to Adopt Variable Rate Irrigation in Northeast Italy. Sustainability 2021, 13, 1879"
Crop management with the iot: An interdisciplinary survey,THINGS FOR SMART AGRICULTURE IN DEVELOPING COUNTRIES
Crop management with the iot: An interdisciplinary survey,P18-An IoT electronic fence for agri-robots
Crop management with the iot: An interdisciplinary survey,都市農業地域のスマート農業技術ニーズの評価 東京都内における比較分析
OLAP Querying of Document Stores in the Presence of Schema Variety,Data Warehouse Based on NoSQL: a literature mapping
OLAP Querying of Document Stores in the Presence of Schema Variety,Business Intelligence: towards on-demand ETL over document stores
OLAP Querying of Document Stores in the Presence of Schema Variety,Business Intelligence: vers un ETL à la demande sur des bases de données orientées documents
The Whys and Wherefores of Cubes,Using Regression to Explain Cube Measures
Making data platforms smarter with MOSES,Cost-based Optimization of Multistore Query Plans
Making data platforms smarter with MOSES,"A secured big-data sharing platform for materials genome engineering: State-of-the-art, challenges and architecture"
Making data platforms smarter with MOSES,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Making data platforms smarter with MOSES,Exploiting the Internet Resources for Autonomous Robots in Agriculture
Making data platforms smarter with MOSES,Towards Human-centric AutoML via Logic and Argumentation.
Making data platforms smarter with MOSES,Research on Mixed Transaction Analytical Data Management Oriented to Data Middle Platform
Making data platforms smarter with MOSES,Conceptual Formalization of Massive Storage for Advancing Decision-Making with Data Analytics
Making data platforms smarter with MOSES,Toward Data Lake Technologies for Intelligent Societies and Cities
Making data platforms smarter with MOSES,"Mining Data Wrangling Workflows for Patterns, Reuse and Optimisation Opportunities"
Making data platforms smarter with MOSES,Ecossistemas de big data: uma revisão sistemática
Making data platforms smarter with MOSES,On the Optimization of Query Plans in Multistores
Making data platforms smarter with MOSES,A model for automatized data integration in hadoop-based data lakes
Making data platforms smarter with MOSES,Concepts towards an automated data pre-processing and preparation within data lakes
DART: De-Anonymization of personal gazetteers through social trajectories,Associated Information and Communication Technologies Challenges of Smart City Development
DART: De-Anonymization of personal gazetteers through social trajectories,Toward privacy preservation using clustering based anonymization: recent advances and future research outlook
DART: De-Anonymization of personal gazetteers through social trajectories,A survey and experimental study on privacy-preserving trajectory data publishing
DART: De-Anonymization of personal gazetteers through social trajectories,A privacy-aware zero interaction smart mobility system
DART: De-Anonymization of personal gazetteers through social trajectories,Privacy preserving location based services: From centralized to federated approaches
DART: De-Anonymization of personal gazetteers through social trajectories,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
DART: De-Anonymization of personal gazetteers through social trajectories,A study on privacy protection techniques for spatiotemporal data
Optimizing execution plans in a multistore,Cost-based Optimization of Multistore Query Plans
Optimizing execution plans in a multistore,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Optimizing execution plans in a multistore,Multi-model query languages: taming the variety of big data
Optimizing execution plans in a multistore,Towards Human-centric AutoML via Logic and Argumentation.
Optimizing execution plans in a multistore,On the Optimization of Query Plans in Multistores
Enhancing cubes with models to describe multidimensional data,Advances on data management and information systems
Enhancing cubes with models to describe multidimensional data,Suggesting assess queries for interactive analysis of multidimensional data
Enhancing cubes with models to describe multidimensional data,Breaking the 80: 20 rule in health research using large administrative data sets
Enhancing cubes with models to describe multidimensional data,The Whys and Wherefores of Cubes
Enhancing cubes with models to describe multidimensional data,Describing and Assessing Cubes Through Intentional Analytics
Enhancing cubes with models to describe multidimensional data,Insight-Based Vocalization of OLAP Sessions
Enhancing cubes with models to describe multidimensional data,Insight-Based Vocalization of OLAP Sessions
Enhancing cubes with models to describe multidimensional data,Using Regression to Explain Cube Measures
Enhancing cubes with models to describe multidimensional data,Assessment Methods for the Interestingness of Cube Queries
Enhancing cubes with models to describe multidimensional data,Describing Multidimensional Data Through Highlights
Enhancing cubes with models to describe multidimensional data,"Cube Query Interestingness: Novelty, Relevance, Peculiarity and Surprise"
Enhancing cubes with models to describe multidimensional data,Faster Access Of Credit Cards Through Data Cube Technology
COOL: A framework for conversational OLAP,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
COOL: A framework for conversational OLAP,Suggesting assess queries for interactive analysis of multidimensional data
COOL: A framework for conversational OLAP,T&TRS: robust collaborative filtering recommender systems against attacks
COOL: A framework for conversational OLAP,Business-Driven Data Recommender System: Design and Implementation
COOL: A framework for conversational OLAP,The Whys and Wherefores of Cubes
COOL: A framework for conversational OLAP,Insight-Based Vocalization of OLAP Sessions
COOL: A framework for conversational OLAP,Optimal Stacked Sparse Auto-encoder based Online Analytic Processing (OLAP) Hypercube Text Analysis
COOL: A framework for conversational OLAP,Insight-Based Vocalization of OLAP Sessions
COOL: A framework for conversational OLAP,Describing Multidimensional Data Through Highlights
COOL: A framework for conversational OLAP,Conversational OLAP
COOL: A framework for conversational OLAP,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
COOL: A framework for conversational OLAP,Faster Access Of Credit Cards Through Data Cube Technology
A-BI+: a framework for Augmented Business Intelligence,What's the situation with situated visualization? A survey and perspectives on situatedness
A-BI+: a framework for Augmented Business Intelligence,COOL: A framework for conversational OLAP
A-BI+: a framework for Augmented Business Intelligence,La inteligencia de negocios y la analítica de datos en los procesos empresariales
A-BI+: a framework for Augmented Business Intelligence,Suggesting assess queries for interactive analysis of multidimensional data
A-BI+: a framework for Augmented Business Intelligence,Path planning of unmanned autonomous helicopter based on human-computer hybrid augmented intelligence
A-BI+: a framework for Augmented Business Intelligence,The Whys and Wherefores of Cubes
A-BI+: a framework for Augmented Business Intelligence,Insight-Based Vocalization of OLAP Sessions
A-BI+: a framework for Augmented Business Intelligence,Insight-Based Vocalization of OLAP Sessions
A-BI+: a framework for Augmented Business Intelligence,"The Impact of Business Intelligence Characteristics on Competitiveness of Companies with the Mediating Role of Entrepreneurship, Market Orientation and Business …"
A-BI+: a framework for Augmented Business Intelligence,Conversational OLAP
A-BI+: a framework for Augmented Business Intelligence,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
A-BI+: a framework for Augmented Business Intelligence,AUGMENTED ANALYTICS: A REVIEW OF CURRENT TRENDS AND FUTURE CHALLENGES
A-BI+: a framework for Augmented Business Intelligence,La inteligencia de negocios y la analítica de datos en los procesos empresariales Business intelligence and data analytics in business processes
A-BI+: a framework for Augmented Business Intelligence,"İŞLETMECİLİK, PAZARLAMA VE KÜLTÜR PERSPEKTİFİNDEN TURİZM"
A-BI+: a framework for Augmented Business Intelligence,تاثیر ویژگی‌های هوش‌تجاری بر رقابت‌پذیری شرکت‌ها با نقش میانجی کارآفرینی محوری، بازارمحوری و نوآوری در کسب‌وکار‎
Exploiting the Internet Resources for Autonomous Robots in Agriculture,Robots and Autonomous Machines for Sustainable Agriculture Production
Exploiting the Internet Resources for Autonomous Robots in Agriculture,An extensive survey of smart agriculture technologies: Current security posture
Towards a conceptual model for data narratives,Three trajectories for narrative visualisation
Towards a conceptual model for data narratives,Towards enhancing database education: Natural language generation meets query execution plans
Towards a conceptual model for data narratives,Intelligent narrative summaries: From indicative to informative summarization
Towards a conceptual model for data narratives,"Why Did the “Missing Middle” Miss the Train? An Actors-In-Systems Exploration of Barriers to Intensified Family Housing in Waterloo Region, Canada"
Towards a conceptual model for data narratives,Data Narrative Crafting via a Comprehensive and Well-Founded Process
Towards a conceptual model for data narratives,Highlighting the Importance of Intentional Aspects in Data Narrative Crafting Processes
Towards a conceptual model for data narratives,Computational narratives using Model-Driven Engineering
Towards a conceptual model for data narratives,Unidata-A Modern Master Data Management Platform.
Towards a conceptual model for data narratives,A declarative approach to data narration
Towards a conceptual model for data narratives,Refugee Data Narratives
Towards a conceptual model for data narratives,Beyond Dashboards? Designing Data Stories for Effective Use in Business Intelligence and Analytics
Towards a conceptual model for data narratives,A data narrative about tuberculosis pandemic in Gabon.
Towards a conceptual model for data narratives,Data Narration for the People: Challenges and Opportunities
Towards a conceptual model for data narratives,Generating Personalized Data Narrations from EDA Notebooks.
Towards a conceptual model for data narratives,Narrative Visualizations Best Practices and Evaluation: A Systematic Mapping Study
Towards a conceptual model for data narratives,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Towards a conceptual model for data narratives,Binding Data Narrations–Corroborating the Plausibility of Scientific Narratives by Open Research Data
Towards a conceptual model for data narratives,Visual Informatics
Towards a conceptual model for data narratives,Data narrative crafting via a comprehensive and well-founded process
Towards a conceptual model for data narratives,"Fouille de séquences de mobilité sémantique: sur l'élaboration de mesures pour la comparaison, l'analyse et la découverte de comportements"
Towards a conceptual model for data narratives,Modéliser la démarche du data journaliste
Towards a conceptual model for data narratives,Un modèle conceptual de narration de données
Towards a conceptual model for data narratives,BEYOND DASHBOARDS? DESIGNING DATA STORIES FOR EFFECTIVE USE IN BUSINESS INTELLIGENCE AND ANALYTICS
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Parents' decisions to vaccinate children against COVID-19: a scoping review
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Multi-perspectives systematic review on the applications of sentiment analysis for vaccine hesitancy
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",COVID-19 fake news diffusion across Latin America
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Understanding public perceptions of COVID-19 contact tracing apps: Artificial intelligence–enabled social media analysis
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",# Antivaccination on Instagram: A computational analysis of hashtag activism through photos and public responses
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Free choice in the making: Vaccine-related activism as an alternative form of citizenship during the Covid-19 pandemic.
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Conceptualizing Analytics: An Overview of Business Intelligence and Analytics from a Conceptual-Modeling Perspective
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Detecting Anti-vaccine Users on Twitter
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy","Parents' Decisions to Vaccinate Children against COVID-19: A Scoping Review. Vaccines 2021, 9, 1476"
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
