Paper title,Citing paper title
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy","Parents' Decisions to Vaccinate Children against COVID-19: A Scoping Review. Vaccines 2021, 9, 1476"
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
The tell-tale cube,Enhancing cubes with models to describe multidimensional data
The tell-tale cube,Assess queries for interactive analysis of data cubes
The tell-tale cube,Suggesting assess queries for interactive analysis of multidimensional data
The tell-tale cube,Supporting the generation of data narratives
The tell-tale cube,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
A Similarity Function for Multi-Level and Multi-Dimensional Itemsets,Summarization and visualization of multi-level and multi-dimensional itemsets
A Similarity Function for Multi-Level and Multi-Dimensional Itemsets,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Conversational OLAP in action,Conversational OLAP
Conversational OLAP in action,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Conversational OLAP in action,Designing a Star Schema for Optimizing the Total Sales of Motorcycles
Exploiting the Internet Resources for Autonomous Robots in Agriculture,Robots and Autonomous Machines for Sustainable Agriculture Production
Exploiting the Internet Resources for Autonomous Robots in Agriculture,An extensive survey of smart agriculture technologies: Current security posture
Cost-based Optimization of Multistore Query Plans,Database management system performance comparisons: A systematic survey
Towards a foundational API for resilient distributed systems design,Modelling and simulation of opportunistic IoT services with aggregate computing
Towards a foundational API for resilient distributed systems design,Engineering collective intelligence at the edge with aggregate processes
Towards a foundational API for resilient distributed systems design,Partitioned integration and coordination via the self-organising coordination regions pattern
Towards a foundational API for resilient distributed systems design,From distributed coordination to field calculus and aggregate computing
Towards a foundational API for resilient distributed systems design,A collective adaptive approach to decentralised k-coverage in multi-robot systems
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination through programmable distributed schedulers
Towards a foundational API for resilient distributed systems design,Self-stabilising priority-based multi-leader election and network partitioning
Towards a foundational API for resilient distributed systems design,From field-based coordination to aggregate computing
Towards a foundational API for resilient distributed systems design,Addressing collective computations efficiency: Towards a platform-level reinforcement learning approach
Towards a foundational API for resilient distributed systems design,Field-based coordination with the share operator
Towards a foundational API for resilient distributed systems design,Self-stabilising target counting in wireless sensor networks using euler integration
Towards a foundational API for resilient distributed systems design,On merging hidden Markov models with deformable templates
Towards a foundational API for resilient distributed systems design,Simulation of large scale computational ecosystems with alchemist: a tutorial
Towards a foundational API for resilient distributed systems design,Practical aggregate programming with PROTELIS
Towards a foundational API for resilient distributed systems design,The share Operator for Field-Based Coordination
Towards a foundational API for resilient distributed systems design,Holomorphic differentials of Klein four covers
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination
Towards a foundational API for resilient distributed systems design,Distributed Applications and Interoperable Systems
Towards a foundational API for resilient distributed systems design,Stability of aggregate computing
Towards a foundational API for resilient distributed systems design,Distributed and Decentralized Algorithms for Functional Programmable Matter
Towards a foundational API for resilient distributed systems design,Progettazione di una piattaforma web per la simulazione di programmi aggregati
Trajectory-based spatiotemporal entity linking,"Spatial data quality in the Internet of Things: Management, exploitation, and prospects"
Trajectory-based spatiotemporal entity linking,Mutual distillation learning network for trajectory-user linking
Trajectory-based spatiotemporal entity linking,A survey and experimental study on privacy-preserving trajectory data publishing
Trajectory-based spatiotemporal entity linking,Information Resilience: the nexus of responsible and agile approaches to information use
Trajectory-based spatiotemporal entity linking,Frequency-based randomization for guaranteeing differential privacy in spatial trajectories
Trajectory-based spatiotemporal entity linking,Spatial data quality in the iot era: management and exploitation
Trajectory-based spatiotemporal entity linking,Leveraging user itinerary to improve personalized deep matching at Fliggy
Trajectory-based spatiotemporal entity linking,Trajectory-User Linking via Hierarchical Spatio-Temporal Attention Networks
Trajectory-based spatiotemporal entity linking,An efficient approach for spatial trajectory anonymization
Trajectory-based spatiotemporal entity linking,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Trajectory-based spatiotemporal entity linking,A study on privacy protection techniques for spatiotemporal data
Towards a conceptual model for data narratives,Three trajectories for narrative visualisation
Towards a conceptual model for data narratives,Towards enhancing database education: Natural language generation meets query execution plans
Towards a conceptual model for data narratives,Intelligent narrative summaries: From indicative to informative summarization
Towards a conceptual model for data narratives,"Why Did the “Missing Middle” Miss the Train? An Actors-In-Systems Exploration of Barriers to Intensified Family Housing in Waterloo Region, Canada"
Towards a conceptual model for data narratives,Data Narrative Crafting via a Comprehensive and Well-Founded Process
Towards a conceptual model for data narratives,Highlighting the Importance of Intentional Aspects in Data Narrative Crafting Processes
Towards a conceptual model for data narratives,Computational narratives using Model-Driven Engineering
Towards a conceptual model for data narratives,Unidata-A Modern Master Data Management Platform.
Towards a conceptual model for data narratives,A declarative approach to data narration
Towards a conceptual model for data narratives,Refugee Data Narratives
Towards a conceptual model for data narratives,Beyond Dashboards? Designing Data Stories for Effective Use in Business Intelligence and Analytics
Towards a conceptual model for data narratives,A data narrative about tuberculosis pandemic in Gabon.
Towards a conceptual model for data narratives,Data Narration for the People: Challenges and Opportunities
Towards a conceptual model for data narratives,Generating Personalized Data Narrations from EDA Notebooks.
Towards a conceptual model for data narratives,Narrative Visualizations Best Practices and Evaluation: A Systematic Mapping Study
Towards a conceptual model for data narratives,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Towards a conceptual model for data narratives,Binding Data Narrations–Corroborating the Plausibility of Scientific Narratives by Open Research Data
Towards a conceptual model for data narratives,Visual Informatics
Towards a conceptual model for data narratives,Data narrative crafting via a comprehensive and well-founded process
Towards a conceptual model for data narratives,"Fouille de séquences de mobilité sémantique: sur l'élaboration de mesures pour la comparaison, l'analyse et la découverte de comportements"
Towards a conceptual model for data narratives,Modéliser la démarche du data journaliste
Towards a conceptual model for data narratives,Un modèle conceptual de narration de données
Towards a conceptual model for data narratives,BEYOND DASHBOARDS? DESIGNING DATA STORIES FOR EFFECTIVE USE IN BUSINESS INTELLIGENCE AND ANALYTICS
A survey and experimental study on privacy-preserving trajectory data publishing,Dp-trajgan: A privacy-aware trajectory generation model with differential privacy
A survey and experimental study on privacy-preserving trajectory data publishing,LDPTrace: Locally Differentially Private Trajectory Synthesis
A survey and experimental study on privacy-preserving trajectory data publishing,Mining hourly population dynamics by activity type based on decomposition of sequential snapshot data
A survey and experimental study on privacy-preserving trajectory data publishing,Privacy-Preserving Method for Trajectory Data Publication Based on Local Preferential Anonymity
A survey and experimental study on privacy-preserving trajectory data publishing,Frequency-based randomization for guaranteeing differential privacy in spatial trajectories
A survey and experimental study on privacy-preserving trajectory data publishing,A privacy-aware visual query approach for location-based data
A survey and experimental study on privacy-preserving trajectory data publishing,Evolutionary dynamic database partitioning optimization for privacy and utility
A survey and experimental study on privacy-preserving trajectory data publishing,PUTS: Privacy-Preserving and Utility-Enhancing Framework for Trajectory Synthesization
A survey and experimental study on privacy-preserving trajectory data publishing,Personalized privacy preservation in consumer mobile trajectories
A survey and experimental study on privacy-preserving trajectory data publishing,Generation of Synthetic Trajectory Microdata from Language Models
A survey and experimental study on privacy-preserving trajectory data publishing,Generation of Synthetic Trajectory Microdata from Language Models
A survey and experimental study on privacy-preserving trajectory data publishing,Except-Condition Generative Adversarial Network for Generating Trajectory Data
A survey and experimental study on privacy-preserving trajectory data publishing,A study on privacy protection techniques for spatiotemporal data
Summarization and visualization of multi-level and multi-dimensional itemsets,COOL: A framework for conversational OLAP
Summarization and visualization of multi-level and multi-dimensional itemsets,A survey and experimental study on privacy-preserving trajectory data publishing
Summarization and visualization of multi-level and multi-dimensional itemsets,Serviz: A Visual Analytics System for the Analysis of Sequential Rules and its Application to Airport Ground Handling Operations
Summarization and visualization of multi-level and multi-dimensional itemsets,Study of effective mining algorithms for frequent itemsets
Summarization and visualization of multi-level and multi-dimensional itemsets,SeRViz: an interactive visualization framework for the analysis of sequential rules and frequent itemsets
Summarization and visualization of multi-level and multi-dimensional itemsets,Multidimensional heterogeneous medical data push in intelligent cloud collaborative management system
Summarization and visualization of multi-level and multi-dimensional itemsets,Conversational OLAP
Summarization and visualization of multi-level and multi-dimensional itemsets,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Summarization and visualization of multi-level and multi-dimensional itemsets,A study on privacy protection techniques for spatiotemporal data
Augmented Business Intelligence.,COOL: A framework for conversational OLAP
Augmented Business Intelligence.,A-BI+: a framework for Augmented Business Intelligence
Augmented Business Intelligence.,Towards conversational OLAP
Augmented Business Intelligence.,mRAT-SQL+ GAP: a Portuguese text-to-SQL transformer
Augmented Business Intelligence.,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Augmented Business Intelligence.,Conversational OLAP
Augmented Business Intelligence.,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Augmented Business Intelligence.,PROGETTAZIONE E PROTOTIPAZIONE DI UN FRAMEWORK PER CONVERSATIONAL OLAP
COOL: A framework for conversational OLAP,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
COOL: A framework for conversational OLAP,Suggesting assess queries for interactive analysis of multidimensional data
COOL: A framework for conversational OLAP,Business-Driven Data Recommender System: Design and Implementation
COOL: A framework for conversational OLAP,The Whys and Wherefores of Cubes
COOL: A framework for conversational OLAP,Insight-Based Vocalization of OLAP Sessions
COOL: A framework for conversational OLAP,Optimal Stacked Sparse Auto-encoder based Online Analytic Processing (OLAP) Hypercube Text Analysis
COOL: A framework for conversational OLAP,Insight-Based Vocalization of OLAP Sessions
COOL: A framework for conversational OLAP,Describing Multidimensional Data Through Highlights
COOL: A framework for conversational OLAP,Conversational OLAP
COOL: A framework for conversational OLAP,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
COOL: A framework for conversational OLAP,Faster Access Of Credit Cards Through Data Cube Technology
A-BI+: a framework for Augmented Business Intelligence,What's the situation with situated visualization? A survey and perspectives on situatedness
A-BI+: a framework for Augmented Business Intelligence,COOL: A framework for conversational OLAP
A-BI+: a framework for Augmented Business Intelligence,La inteligencia de negocios y la analítica de datos en los procesos empresariales
A-BI+: a framework for Augmented Business Intelligence,Suggesting assess queries for interactive analysis of multidimensional data
A-BI+: a framework for Augmented Business Intelligence,Path planning of unmanned autonomous helicopter based on human-computer hybrid augmented intelligence
A-BI+: a framework for Augmented Business Intelligence,The Whys and Wherefores of Cubes
A-BI+: a framework for Augmented Business Intelligence,Insight-Based Vocalization of OLAP Sessions
A-BI+: a framework for Augmented Business Intelligence,Insight-Based Vocalization of OLAP Sessions
A-BI+: a framework for Augmented Business Intelligence,"The Impact of Business Intelligence Characteristics on Competitiveness of Companies with the Mediating Role of Entrepreneurship, Market Orientation and Business …"
A-BI+: a framework for Augmented Business Intelligence,Conversational OLAP
A-BI+: a framework for Augmented Business Intelligence,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
A-BI+: a framework for Augmented Business Intelligence,AUGMENTED ANALYTICS: A REVIEW OF CURRENT TRENDS AND FUTURE CHALLENGES
A-BI+: a framework for Augmented Business Intelligence,La inteligencia de negocios y la analítica de datos en los procesos empresariales Business intelligence and data analytics in business processes
A-BI+: a framework for Augmented Business Intelligence,"İŞLETMECİLİK, PAZARLAMA VE KÜLTÜR PERSPEKTİFİNDEN TURİZM"
A-BI+: a framework for Augmented Business Intelligence,تاثیر ویژگی‌های هوش‌تجاری بر رقابت‌پذیری شرکت‌ها با نقش میانجی کارآفرینی محوری، بازارمحوری و نوآوری در کسب‌وکار‎
Suggesting assess queries for interactive analysis of multidimensional data,The Whys and Wherefores of Cubes
DART: De-Anonymization of personal gazetteers through social trajectories,Associated Information and Communication Technologies Challenges of Smart City Development
DART: De-Anonymization of personal gazetteers through social trajectories,Toward privacy preservation using clustering based anonymization: recent advances and future research outlook
DART: De-Anonymization of personal gazetteers through social trajectories,A survey and experimental study on privacy-preserving trajectory data publishing
DART: De-Anonymization of personal gazetteers through social trajectories,A privacy-aware zero interaction smart mobility system
DART: De-Anonymization of personal gazetteers through social trajectories,Privacy preserving location based services: From centralized to federated approaches
DART: De-Anonymization of personal gazetteers through social trajectories,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
DART: De-Anonymization of personal gazetteers through social trajectories,A study on privacy protection techniques for spatiotemporal data
Making data platforms smarter with MOSES,Cost-based Optimization of Multistore Query Plans
Making data platforms smarter with MOSES,"A secured big-data sharing platform for materials genome engineering: State-of-the-art, challenges and architecture"
Making data platforms smarter with MOSES,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Making data platforms smarter with MOSES,Exploiting the Internet Resources for Autonomous Robots in Agriculture
Making data platforms smarter with MOSES,Towards Human-centric AutoML via Logic and Argumentation.
Making data platforms smarter with MOSES,Research on Mixed Transaction Analytical Data Management Oriented to Data Middle Platform
Making data platforms smarter with MOSES,Conceptual Formalization of Massive Storage for Advancing Decision-Making with Data Analytics
Making data platforms smarter with MOSES,Toward Data Lake Technologies for Intelligent Societies and Cities
Making data platforms smarter with MOSES,"Mining Data Wrangling Workflows for Patterns, Reuse and Optimisation Opportunities"
Making data platforms smarter with MOSES,Ecossistemas de big data: uma revisão sistemática
Making data platforms smarter with MOSES,A model for automatized data integration in hadoop-based data lakes
Making data platforms smarter with MOSES,Concepts towards an automated data pre-processing and preparation within data lakes
Multi-sensor profiling for precision soil-moisture monitoring,A pipeline robot system for monitoring soil water content distribution
Multi-sensor profiling for precision soil-moisture monitoring,Optimization algorithm for determining working water head of subsurface irrigation with ceramic emitters based on soil wetting patterns
Multi-sensor profiling for precision soil-moisture monitoring,Model Application for Estimation of Agri-Environmental Indicators of Kiwi Production: A Case Study in Northern Greece
Multi-sensor profiling for precision soil-moisture monitoring,Internet-of-Things-Based Multiple-Sensor Monitoring System for Soil Information Diagnosis Using a Smartphone
Multi-sensor profiling for precision soil-moisture monitoring,Soil Moisture Mapping Using Electromagnetic Induction in Agricultural System
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Traffic congestion forecasting in shanghai based on multi-period hotspot clustering
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,User‐centered road network traffic analysis with MobilityDB
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Evolving map matching with markov decision processes
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,A Systematic Review of Deep Learning Architectures in Traffic Congestion Prediction.
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
