Paper title,Citing paper title
Towards a conceptual model for data narratives,Computational narratives using Model-Driven Engineering
Towards a conceptual model for data narratives,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Towards a conceptual model for data narratives,Visual Informatics
Towards a conceptual model for data narratives,Data narrative crafting via a comprehensive and well-founded process
Towards a conceptual model for data narratives,"Fouille de séquences de mobilité sémantique: sur l'élaboration de mesures pour la comparaison, l'analyse et la découverte de comportements"
Towards a conceptual model for data narratives,Modéliser la démarche du data journaliste
Towards a conceptual model for data narratives,Un modèle conceptual de narration de données
"Social BI to understand the debate on vaccines on the Web and social media: Unraveling the anti-, free, and pro-vax communities in Italy",Multi-perspectives systematic review on the applications of sentiment analysis for vaccine hesitancy
"Social BI to understand the debate on vaccines on the Web and social media: Unraveling the anti-, free, and pro-vax communities in Italy",Parents' decisions to vaccinate children against COVID-19: a scoping review
"Social BI to understand the debate on vaccines on the Web and social media: Unraveling the anti-, free, and pro-vax communities in Italy",Understanding public perceptions of COVID-19 contact tracing apps: Artificial intelligence–enabled social media analysis
"Social BI to understand the debate on vaccines on the Web and social media: Unraveling the anti-, free, and pro-vax communities in Italy",COVID-19 fake news diffusion across Latin America
"Social BI to understand the debate on vaccines on the Web and social media: Unraveling the anti-, free, and pro-vax communities in Italy",# Antivaccination on Instagram: A computational analysis of hashtag activism through photos and public responses
"Social BI to understand the debate on vaccines on the Web and social media: Unraveling the anti-, free, and pro-vax communities in Italy",Free choice in the making: Vaccine-related activism as an alternative form of citizenship during the Covid-19 pandemic.
"Social BI to understand the debate on vaccines on the Web and social media: Unraveling the anti-, free, and pro-vax communities in Italy",A Python Package to Detect Anti-Vaccine Users on Twitter
"Social BI to understand the debate on vaccines on the Web and social media: Unraveling the anti-, free, and pro-vax communities in Italy",Conceptualizing Analytics: An Overview of Business Intelligence and Analytics from a Conceptual-Modeling Perspective
"Social BI to understand the debate on vaccines on the Web and social media: Unraveling the anti-, free, and pro-vax communities in Italy","Parents' Decisions to Vaccinate Children against COVID-19: A Scoping Review. Vaccines 2021, 9, 1476"
"Social BI to understand the debate on vaccines on the Web and social media: Unraveling the anti-, free, and pro-vax communities in Italy",Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Trajectory-based spatiotemporal entity linking,"Spatial data quality in the Internet of Things: Management, exploitation, and prospects"
Trajectory-based spatiotemporal entity linking,A survey and experimental study on privacy-preserving trajectory data publishing
Trajectory-based spatiotemporal entity linking,Mutual Distillation Learning Network for Trajectory-User Linking
Trajectory-based spatiotemporal entity linking,Frequency-based Randomization for Guaranteeing Differential Privacy in Spatial Trajectories
Trajectory-based spatiotemporal entity linking,Leveraging user itinerary to improve personalized deep matching at Fliggy
Trajectory-based spatiotemporal entity linking,Trajectory-User Linking via Hierarchical Spatio-Temporal Attention Networks
Trajectory-based spatiotemporal entity linking,Spatial Data Quality in the IoT Era: Management and Exploitation
Trajectory-based spatiotemporal entity linking,Information Resilience: the nexus of responsible and agile approaches to information use
Trajectory-based spatiotemporal entity linking,An Efficient Approach for Spatial Trajectory Anonymization
Trajectory-based spatiotemporal entity linking,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Augmented Business Intelligence.,COOL: A framework for conversational OLAP
Augmented Business Intelligence.,A-BI+: a framework for Augmented Business Intelligence
Augmented Business Intelligence.,Towards Conversational OLAP.
Augmented Business Intelligence.,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Augmented Business Intelligence.,mRAT-SQL+ GAP: a Portuguese text-to-SQL transformer
Augmented Business Intelligence.,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Augmented Business Intelligence.,Conversational OLAP
Augmented Business Intelligence.,PROGETTAZIONE E PROTOTIPAZIONE DI UN FRAMEWORK PER CONVERSATIONAL OLAP
Assess queries for interactive analysis of data cubes,Enhancing cubes with models to describe multidimensional data
Assess queries for interactive analysis of data cubes,Suggesting assess queries for interactive analysis of multidimensional data
Assess queries for interactive analysis of data cubes,Describing and Assessing Cubes Through Intentional Analytics
Assess queries for interactive analysis of data cubes,Automatic generation of comparison notebooks for interactive data exploration.
Assess queries for interactive analysis of data cubes,Insight-Based Vocalization of OLAP Sessions
Assess queries for interactive analysis of data cubes,Insight-Based Vocalization of OLAP Sessions
Assess queries for interactive analysis of data cubes,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Assess queries for interactive analysis of data cubes,Describing Multidimensional Data Through Highlights
Supporting the Generation of Data Narratives,Enhancing cubes with models to describe multidimensional data
Supporting the Generation of Data Narratives,Computational Understanding of Narratives: A Survey
Supporting the Generation of Data Narratives,A data narrative about tuberculosis pandemic in Gabon.
Supporting the Generation of Data Narratives,On the design of an interactive automatic Python programming skills assessment system
Supporting the Generation of Data Narratives,Computational narratives using Model-Driven Engineering
Supporting the Generation of Data Narratives,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Supporting the Generation of Data Narratives,Modéliser la démarche du data journaliste
Supporting the Generation of Data Narratives,Un modèle conceptual de narration de données
Crop management with the iot: An interdisciplinary survey,AgriFusion: An architecture for IoT and emerging technologies based on a precision agriculture survey
Crop management with the iot: An interdisciplinary survey,Everything you wanted to know about smart agriculture
Crop management with the iot: An interdisciplinary survey,Prediction of pest insect appearance using sensors and machine learning
Crop management with the iot: An interdisciplinary survey,A smart and mechanized agricultural application: From cultivation to harvest
Crop management with the iot: An interdisciplinary survey,"Machine Learning in Precision Agriculture: A Survey on Trends, Applications and Evaluations Over Two Decades"
Crop management with the iot: An interdisciplinary survey,Laser Weeding With Small Autonomous Vehicles: Friends or Foes?
Crop management with the iot: An interdisciplinary survey,Analysis of chlorophyll and carotenoids content in brassica chinensis plants using IoT-based sprinkle irrigation
Crop management with the iot: An interdisciplinary survey,Is the Rural Population Caught in the Whirlwind of the Digital Divide?
Crop management with the iot: An interdisciplinary survey,Multi-sensor profiling for precision soil-moisture monitoring
Crop management with the iot: An interdisciplinary survey,A Path Model of the Intention to Adopt Variable Rate Irrigation in Northeast Italy
Crop management with the iot: An interdisciplinary survey,A Scalable Device for Undisturbed Measurement of Water and CO2 Fluxes through Natural Surfaces
Crop management with the iot: An interdisciplinary survey,A Comprehensive Study on Smart Agriculture Applications in India
Crop management with the iot: An interdisciplinary survey,LambdAgrIoT: a new architecture for agricultural autonomous robots' scheduling: from design to experiments
Crop management with the iot: An interdisciplinary survey,Augmented intelligent distributed sensing system model for precision agriculture
Crop management with the iot: An interdisciplinary survey,An IoT-enabled energy-efficient approach for the detection of leaf curl disease in tomato crops
Crop management with the iot: An interdisciplinary survey,IoT in farm productivity enhancement
Crop management with the iot: An interdisciplinary survey,AgroInfo DSF: A Smart Decision Support Framework for Precision Agriculture and Farming
Crop management with the iot: An interdisciplinary survey,An Intelligent Agro-Cloud Framework For Efficient Crop Cultivation
Crop management with the iot: An interdisciplinary survey,On Designing and Implementing Agro-ecology IoT Applications: Issues from Applied Research Projects
Crop management with the iot: An interdisciplinary survey,Essentials of Internet of Things in Smart Agriculture: Design Principles and Architectures for Its Application in Various Domains and Use Cases
Crop management with the iot: An interdisciplinary survey,A model for automatized data integration in hadoop-based data lakes
Crop management with the iot: An interdisciplinary survey,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Crop management with the iot: An interdisciplinary survey,"A Path Model of the Intention to Adopt Variable Rate Irrigation in Northeast Italy. Sustainability 2021, 13, 1879"
Crop management with the iot: An interdisciplinary survey,THINGS FOR SMART AGRICULTURE IN DEVELOPING COUNTRIES
Crop management with the iot: An interdisciplinary survey,THE ADOPTION OF THE INTERNET OF THINGS FOR SMART AGRICULTURE IN ZIMBABWE
Conversational OLAP in action,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Conversational OLAP in action,Conversational OLAP
Conversational OLAP in action,Designing a Star Schema for Optimizing the Total Sales of Motorcycles
A survey and experimental study on privacy-preserving trajectory data publishing,Privacy-Preserving Method for Trajectory Data Publication Based on Local Preferential Anonymity
A survey and experimental study on privacy-preserving trajectory data publishing,Frequency-based Randomization for Guaranteeing Differential Privacy in Spatial Trajectories
A survey and experimental study on privacy-preserving trajectory data publishing,DP-TrajGAN: A privacy-aware trajectory generation model with differential privacy
A survey and experimental study on privacy-preserving trajectory data publishing,Mining hourly population dynamics by activity type based on decomposition of sequential snapshot data
A survey and experimental study on privacy-preserving trajectory data publishing,LDPTrace: Locally Differentially Private Trajectory Synthesis
A survey and experimental study on privacy-preserving trajectory data publishing,Generation of Synthetic Trajectory Microdata from Language Models
A survey and experimental study on privacy-preserving trajectory data publishing,Generation of Synthetic Trajectory Microdata from Language Models
Towards a foundational API for resilient distributed systems design,Modelling and simulation of opportunistic IoT services with aggregate computing
Towards a foundational API for resilient distributed systems design,Engineering collective intelligence at the edge with aggregate processes
Towards a foundational API for resilient distributed systems design,Partitioned integration and coordination via the self-organising coordination regions pattern
Towards a foundational API for resilient distributed systems design,From distributed coordination to field calculus and aggregate computing
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination through programmable distributed schedulers
Towards a foundational API for resilient distributed systems design,From field-based coordination to aggregate computing
Towards a foundational API for resilient distributed systems design,A collective adaptive approach to decentralised k-coverage in multi-robot systems
Towards a foundational API for resilient distributed systems design,Field-based coordination with the share operator
Towards a foundational API for resilient distributed systems design,Self-stabilising Priority-Based Multi-Leader Election and Network Partitioning
Towards a foundational API for resilient distributed systems design,The share Operator for Field-Based Coordination
Towards a foundational API for resilient distributed systems design,Self-stabilising target counting in wireless sensor networks using euler integration
Towards a foundational API for resilient distributed systems design,Practical aggregate programming with PROTELIS
Towards a foundational API for resilient distributed systems design,Simulation of large scale computational ecosystems with alchemist: A tutorial
Towards a foundational API for resilient distributed systems design,On merging hidden Markov models with deformable templates
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination
Towards a foundational API for resilient distributed systems design,Field-based Coordination with the Share Operator
Towards a foundational API for resilient distributed systems design,Distributed Applications and Interoperable Systems
Towards a foundational API for resilient distributed systems design,Stability of aggregate computing
Towards a foundational API for resilient distributed systems design,Holomorphic differentials of Klein four covers
Towards a foundational API for resilient distributed systems design,Distributed and Decentralized Algorithms for Functional Programmable Matter
Towards a foundational API for resilient distributed systems design,Progettazione di una piattaforma web per la simulazione di programmi aggregati
Making data platforms smarter with MOSES,Cost-based Optimization of Multistore Query Plans
Making data platforms smarter with MOSES,"A secured big-data sharing platform for materials genome engineering: State-of-the-art, challenges and architecture"
Making data platforms smarter with MOSES,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Making data platforms smarter with MOSES,Towards Human-centric AutoML via Logic and Argumentation.
Making data platforms smarter with MOSES,Ecossistemas de big data: uma revisão sistemática
Making data platforms smarter with MOSES,A model for automatized data integration in hadoop-based data lakes
Making data platforms smarter with MOSES,Research on Mixed Transaction Analytical Data Management Oriented to Data Middle Platform
Making data platforms smarter with MOSES,Concepts towards an automated data pre-processing and preparation within data lakes
DART: De-Anonymization of personal gazetteers through social trajectories,Towards Privacy Preservation using Clustering based Anonymization: Recent Advances and Future Research Outlook
DART: De-Anonymization of personal gazetteers through social trajectories,Associated Information and Communication Technologies Challenges of Smart City Development
DART: De-Anonymization of personal gazetteers through social trajectories,A survey and experimental study on privacy-preserving trajectory data publishing
DART: De-Anonymization of personal gazetteers through social trajectories,A privacy-aware zero interaction smart mobility system
DART: De-Anonymization of personal gazetteers through social trajectories,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Traffic congestion forecasting in shanghai based on multi-period hotspot clustering
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,User‐centered road network traffic analysis with MobilityDB
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Evolving map matching with markov decision processes
Enhancing cubes with models to describe multidimensional data,Advances on data management and information systems
Enhancing cubes with models to describe multidimensional data,Suggesting assess queries for interactive analysis of multidimensional data
Enhancing cubes with models to describe multidimensional data,Describing and Assessing Cubes Through Intentional Analytics
Enhancing cubes with models to describe multidimensional data,Insight-Based Vocalization of OLAP Sessions
Enhancing cubes with models to describe multidimensional data,Insight-Based Vocalization of OLAP Sessions
Enhancing cubes with models to describe multidimensional data,Describing Multidimensional Data Through Highlights
Enhancing cubes with models to describe multidimensional data,Faster Access Of Credit Cards Through Data Cube Technology
OLAP Querying of Document Stores in the Presence of Schema Variety,Data Warehouse Based on NoSQL: a literature mapping
OLAP Querying of Document Stores in the Presence of Schema Variety,Business Intelligence: towards on-demand ETL over document stores
OLAP Querying of Document Stores in the Presence of Schema Variety,Business Intelligence: vers un ETL à la demande sur des bases de données orientées documents
A Similarity Function for Multi-Level and Multi-Dimensional Itemsets,Summarization and visualization of multi-level and multi-dimensional itemsets
A Similarity Function for Multi-Level and Multi-Dimensional Itemsets,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
A-BI+: a framework for Augmented Business Intelligence,What's the situation with situated visualization? A survey and perspectives on situatedness
A-BI+: a framework for Augmented Business Intelligence,COOL: A framework for conversational OLAP
A-BI+: a framework for Augmented Business Intelligence,La inteligencia de negocios y la analítica de datos en los procesos empresariales
A-BI+: a framework for Augmented Business Intelligence,Suggesting assess queries for interactive analysis of multidimensional data
A-BI+: a framework for Augmented Business Intelligence,Path planning of unmanned autonomous helicopter based on human-computer hybrid augmented intelligence
A-BI+: a framework for Augmented Business Intelligence,Insight-Based Vocalization of OLAP Sessions
A-BI+: a framework for Augmented Business Intelligence,"The Impact of Business Intelligence Characteristics on Competitiveness of Companies with the Mediating Role of Entrepreneurship, Market Orientation and Business …"
A-BI+: a framework for Augmented Business Intelligence,Insight-Based Vocalization of OLAP Sessions
A-BI+: a framework for Augmented Business Intelligence,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
A-BI+: a framework for Augmented Business Intelligence,Conversational OLAP
A-BI+: a framework for Augmented Business Intelligence,La inteligencia de negocios y la analítica de datos en los procesos empresariales Business intelligence and data analytics in business processes
A-BI+: a framework for Augmented Business Intelligence,Solución de inteligencia de negocios para el aprovechamiento de los datos del servicio médico en una entidad bancaria
A-BI+: a framework for Augmented Business Intelligence,"İŞLETMECİLİK, PAZARLAMA VE KÜLTÜR PERSPEKTİFİNDEN TURİZM"
A-BI+: a framework for Augmented Business Intelligence,تاثیر ویژگی‌های هوش‌تجاری بر رقابت‌پذیری شرکت‌ها با نقش میانجی کارآفرینی محوری، بازارمحوری و نوآوری در کسب‌وکار‎
Towards Conversational OLAP,COOL: A framework for conversational OLAP
Towards Conversational OLAP,Natural Language Interfaces to Data
Towards Conversational OLAP,Enhancing cubes with models to describe multidimensional data
Towards Conversational OLAP,Assess queries for interactive analysis of data cubes
Towards Conversational OLAP,Querying multidimensional big data through a chatbot system
Towards Conversational OLAP,Demonstrating Robust Voice Querying with MUVE: Optimally Visualizing Results of Phonetically Similar Queries
Towards Conversational OLAP,Optimally summarizing data by small fact sets for concise answers to voice queries
Towards Conversational OLAP,The tell-tale cube
Towards Conversational OLAP,Describing and Assessing Cubes Through Intentional Analytics
Towards Conversational OLAP,Robust voice querying with MUVE: optimally visualizing results of phonetically similar queries
Towards Conversational OLAP,Talk to Your Data: a Chatbot System for Multidimensional Datasets
Towards Conversational OLAP,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Towards Conversational OLAP,Describing Multidimensional Data Through Highlights
The tell-tale cube,Enhancing cubes with models to describe multidimensional data
The tell-tale cube,Assess queries for interactive analysis of data cubes
The tell-tale cube,Supporting the generation of data narratives
The tell-tale cube,Suggesting assess queries for interactive analysis of multidimensional data
The tell-tale cube,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
