Paper title,Citing paper title
Enhancing cubes with models to describe multidimensional data,Insight-Based Vocalization of OLAP Sessions
Enhancing cubes with models to describe multidimensional data,Using Regression to Explain Cube Measures
Enhancing cubes with models to describe multidimensional data,Assessment Methods for the Interestingness of Cube Queries
Enhancing cubes with models to describe multidimensional data,Describing Multidimensional Data Through Highlights
Enhancing cubes with models to describe multidimensional data,"Cube Query Interestingness: Novelty, Relevance, Peculiarity and Surprise"
Enhancing cubes with models to describe multidimensional data,Faster Access Of Credit Cards Through Data Cube Technology
DART: De-Anonymization of personal gazetteers through social trajectories,Associated Information and Communication Technologies Challenges of Smart City Development
DART: De-Anonymization of personal gazetteers through social trajectories,Toward privacy preservation using clustering based anonymization: recent advances and future research outlook
DART: De-Anonymization of personal gazetteers through social trajectories,A survey and experimental study on privacy-preserving trajectory data publishing
DART: De-Anonymization of personal gazetteers through social trajectories,A privacy-aware zero interaction smart mobility system
DART: De-Anonymization of personal gazetteers through social trajectories,Privacy preserving location based services: From centralized to federated approaches
DART: De-Anonymization of personal gazetteers through social trajectories,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
DART: De-Anonymization of personal gazetteers through social trajectories,A study on privacy protection techniques for spatiotemporal data
Towards a conceptual model for data narratives,Three trajectories for narrative visualisation
Towards a conceptual model for data narratives,Towards enhancing database education: Natural language generation meets query execution plans
Towards a conceptual model for data narratives,Intelligent narrative summaries: From indicative to informative summarization
Towards a conceptual model for data narratives,"Why Did the “Missing Middle” Miss the Train? An Actors-In-Systems Exploration of Barriers to Intensified Family Housing in Waterloo Region, Canada"
Towards a conceptual model for data narratives,Data Narrative Crafting via a Comprehensive and Well-Founded Process
Towards a conceptual model for data narratives,Highlighting the Importance of Intentional Aspects in Data Narrative Crafting Processes
Towards a conceptual model for data narratives,Computational narratives using Model-Driven Engineering
Towards a conceptual model for data narratives,Unidata-A Modern Master Data Management Platform.
Towards a conceptual model for data narratives,Binding Data Narrations-Corroborating the Plausibility of Scientific Narratives by Open Research Data
Towards a conceptual model for data narratives,A declarative approach to data narration
Towards a conceptual model for data narratives,Refugee Data Narratives
Towards a conceptual model for data narratives,Beyond Dashboards? Designing Data Stories for Effective Use in Business Intelligence and Analytics
Towards a conceptual model for data narratives,A data narrative about tuberculosis pandemic in Gabon.
Towards a conceptual model for data narratives,Data Narration for the People: Challenges and Opportunities
Towards a conceptual model for data narratives,Generating Personalized Data Narrations from EDA Notebooks.
Towards a conceptual model for data narratives,Narrative Visualizations Best Practices and Evaluation: A Systematic Mapping Study
Towards a conceptual model for data narratives,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Towards a conceptual model for data narratives,Visual Informatics
Towards a conceptual model for data narratives,Data narrative crafting via a comprehensive and well-founded process
Towards a conceptual model for data narratives,"Fouille de séquences de mobilité sémantique: sur l'élaboration de mesures pour la comparaison, l'analyse et la découverte de comportements"
Towards a conceptual model for data narratives,Modéliser la démarche du data journaliste
Towards a conceptual model for data narratives,Un modèle conceptual de narration de données
Towards a conceptual model for data narratives,BEYOND DASHBOARDS? DESIGNING DATA STORIES FOR EFFECTIVE USE IN BUSINESS INTELLIGENCE AND ANALYTICS
Towards a foundational API for resilient distributed systems design,Modelling and simulation of opportunistic IoT services with aggregate computing
Towards a foundational API for resilient distributed systems design,Engineering collective intelligence at the edge with aggregate processes
Towards a foundational API for resilient distributed systems design,Partitioned integration and coordination via the self-organising coordination regions pattern
Towards a foundational API for resilient distributed systems design,From distributed coordination to field calculus and aggregate computing
Towards a foundational API for resilient distributed systems design,A collective adaptive approach to decentralised k-coverage in multi-robot systems
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination through programmable distributed schedulers
Towards a foundational API for resilient distributed systems design,Self-stabilising priority-based multi-leader election and network partitioning
Towards a foundational API for resilient distributed systems design,From field-based coordination to aggregate computing
Towards a foundational API for resilient distributed systems design,Addressing collective computations efficiency: Towards a platform-level reinforcement learning approach
Towards a foundational API for resilient distributed systems design,Field-based coordination with the share operator
Towards a foundational API for resilient distributed systems design,Self-stabilising target counting in wireless sensor networks using euler integration
Towards a foundational API for resilient distributed systems design,On merging hidden Markov models with deformable templates
Towards a foundational API for resilient distributed systems design,Simulation of large scale computational ecosystems with alchemist: a tutorial
Towards a foundational API for resilient distributed systems design,Practical aggregate programming with PROTELIS
Towards a foundational API for resilient distributed systems design,The share Operator for Field-Based Coordination
Towards a foundational API for resilient distributed systems design,Holomorphic differentials of Klein four covers
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination
Towards a foundational API for resilient distributed systems design,Distributed Applications and Interoperable Systems
Towards a foundational API for resilient distributed systems design,Stability of aggregate computing
Towards a foundational API for resilient distributed systems design,Distributed and Decentralized Algorithms for Functional Programmable Matter
Towards a foundational API for resilient distributed systems design,Progettazione di una piattaforma web per la simulazione di programmi aggregati
Crop management with the iot: An interdisciplinary survey,AgriFusion: An architecture for IoT and emerging technologies based on a precision agriculture survey
Crop management with the iot: An interdisciplinary survey,Everything you wanted to know about smart agriculture
Crop management with the iot: An interdisciplinary survey,"Machine learning in precision agriculture: a survey on trends, applications and evaluations over two decades"
Crop management with the iot: An interdisciplinary survey,Prediction of pest insect appearance using sensors and machine learning
Crop management with the iot: An interdisciplinary survey,A smart and mechanized agricultural application: From cultivation to harvest
Crop management with the iot: An interdisciplinary survey,Laser weeding with small autonomous vehicles: Friends or foes?
Crop management with the iot: An interdisciplinary survey,A comprehensive study on smart agriculture applications in India
Crop management with the iot: An interdisciplinary survey,Is the Rural Population Caught in the Whirlwind of the Digital Divide?
Crop management with the iot: An interdisciplinary survey,Multi-sensor profiling for precision soil-moisture monitoring
Crop management with the iot: An interdisciplinary survey,A Scalable Device for Undisturbed Measurement of Water and CO2 Fluxes through Natural Surfaces
Crop management with the iot: An interdisciplinary survey,Sustainable energy storage devices and device design for sensors and actuators applications
Crop management with the iot: An interdisciplinary survey,"Design and Implementation of a Framework for Smart Home Automation Based on Cellular IoT, MQTT, and Serverless Functions"
Crop management with the iot: An interdisciplinary survey,A Path Model of the Intention to Adopt Variable Rate Irrigation in Northeast Italy
Crop management with the iot: An interdisciplinary survey,Evaluation of Different Methods and Models for Grass Cereals' Production Estimation: Case Study in Wheat
Crop management with the iot: An interdisciplinary survey,LambdAgrIoT: a new architecture for agricultural autonomous robots' scheduling: from design to experiments
Crop management with the iot: An interdisciplinary survey,Analysis of the Chlorophyll and Carotenoids Content in Brassica Chinensis Plants Using IoT-Based Sprinkle Irrigation
Crop management with the iot: An interdisciplinary survey,AgroInfo DSF: A Smart Decision Support Framework for Precision Agriculture and Farming
Crop management with the iot: An interdisciplinary survey,Augmented intelligent distributed sensing system model for precision agriculture
Crop management with the iot: An interdisciplinary survey,An IoT-enabled energy-efficient approach for the detection of leaf curl disease in tomato crops
Crop management with the iot: An interdisciplinary survey,Generalization of deep learning models applied to semantic segmentation of in-field natural images in vineyards
Crop management with the iot: An interdisciplinary survey,Internet of Things (IoT) in Soil Management for Achieving Smart Agriculture
Crop management with the iot: An interdisciplinary survey,Smart farming using cloud-based Iot data analytics
Crop management with the iot: An interdisciplinary survey,IoT in farm productivity enhancement
Crop management with the iot: An interdisciplinary survey,The Adoption of the Internet of Things for SMART Agriculture in Zimbabwe
Crop management with the iot: An interdisciplinary survey,Recent advancements of Internet of Things in Precision Agriculture: A Review
Crop management with the iot: An interdisciplinary survey,An Intelligent Agro-Cloud Framework For Efficient Crop Cultivation
Crop management with the iot: An interdisciplinary survey,On Designing and Implementing Agro-ecology IoT Applications: Issues from Applied Research Projects
Crop management with the iot: An interdisciplinary survey,Deployment of IoT Sensors in the Revolution of Agriculture
Crop management with the iot: An interdisciplinary survey,Essentials of Internet of Things in Smart Agriculture: Design Principles and Architectures for Its Application in Various Domains and Use Cases
Crop management with the iot: An interdisciplinary survey,Recent Advances in Agricultural Sciences and Technology
Crop management with the iot: An interdisciplinary survey,A model for automatized data integration in hadoop-based data lakes
Crop management with the iot: An interdisciplinary survey,RAPESEED PRODUCTION ESTIMATION MODEL BASED ON REMOTE SENSING.
Crop management with the iot: An interdisciplinary survey,Potential and Trends of IoT Application in Agriculture in Vietnam
Crop management with the iot: An interdisciplinary survey,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Crop management with the iot: An interdisciplinary survey,"A Path Model of the Intention to Adopt Variable Rate Irrigation in Northeast Italy. Sustainability 2021, 13, 1879"
Crop management with the iot: An interdisciplinary survey,THINGS FOR SMART AGRICULTURE IN DEVELOPING COUNTRIES
Crop management with the iot: An interdisciplinary survey,P18-An IoT electronic fence for agri-robots
Crop management with the iot: An interdisciplinary survey,都市農業地域のスマート農業技術ニーズの評価 東京都内における比較分析
Conversational OLAP in action,Conversational OLAP
Conversational OLAP in action,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Conversational OLAP in action,Designing a Star Schema for Optimizing the Total Sales of Motorcycles
Augmented Business Intelligence.,COOL: A framework for conversational OLAP
Augmented Business Intelligence.,A-BI+: a framework for Augmented Business Intelligence
Augmented Business Intelligence.,Towards conversational OLAP
Augmented Business Intelligence.,mRAT-SQL+ GAP: a Portuguese text-to-SQL transformer
Augmented Business Intelligence.,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Augmented Business Intelligence.,Conversational OLAP
Augmented Business Intelligence.,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Augmented Business Intelligence.,PROGETTAZIONE E PROTOTIPAZIONE DI UN FRAMEWORK PER CONVERSATIONAL OLAP
OLAP Querying of Document Stores in the Presence of Schema Variety,Data Warehouse Based on NoSQL: a literature mapping
OLAP Querying of Document Stores in the Presence of Schema Variety,Business Intelligence: towards on-demand ETL over document stores
OLAP Querying of Document Stores in the Presence of Schema Variety,Business Intelligence: vers un ETL à la demande sur des bases de données orientées documents
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Traffic congestion forecasting in shanghai based on multi-period hotspot clustering
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,User‐centered road network traffic analysis with MobilityDB
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Evolving map matching with markov decision processes
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,A Systematic Review of Deep Learning Architectures in Traffic Congestion Prediction.
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
