Paper title,Citing paper title
Optimizing execution plans in a multistore,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Optimizing execution plans in a multistore,Cost-based optimization of multistore query plans
Optimizing execution plans in a multistore,Towards Human-centric AutoML via Logic and Argumentation.
Optimizing execution plans in a multistore,On the Optimization of Query Plans in Multistores
Towards a foundational API for resilient distributed systems design,Modelling and simulation of opportunistic IoT services with aggregate computing
Towards a foundational API for resilient distributed systems design,From distributed coordination to field calculus and aggregate computing
Towards a foundational API for resilient distributed systems design,Engineering collective intelligence at the edge with aggregate processes
Towards a foundational API for resilient distributed systems design,Partitioned integration and coordination via the self-organising coordination regions pattern
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination through programmable distributed schedulers
Towards a foundational API for resilient distributed systems design,Self-stabilising priority-based multi-leader election and network partitioning
Towards a foundational API for resilient distributed systems design,A collective adaptive approach to decentralised k-coverage in multi-robot systems
Towards a foundational API for resilient distributed systems design,From field-based coordination to aggregate computing
Towards a foundational API for resilient distributed systems design,Addressing collective computations efficiency: Towards a platform-level reinforcement learning approach
Towards a foundational API for resilient distributed systems design,Field-based coordination with the share operator
Towards a foundational API for resilient distributed systems design,Self-stabilising target counting in wireless sensor networks using euler integration
Towards a foundational API for resilient distributed systems design,Practical aggregate programming with PROTELIS
Towards a foundational API for resilient distributed systems design,On merging hidden Markov models with deformable templates
Towards a foundational API for resilient distributed systems design,Simulation of large scale computational ecosystems with Alchemist: A tutorial
Towards a foundational API for resilient distributed systems design,The share Operator for Field-Based Coordination
Towards a foundational API for resilient distributed systems design,Distributed Applications and Interoperable Systems
Towards a foundational API for resilient distributed systems design,Time-fluid field-based coordination
Towards a foundational API for resilient distributed systems design,Stability of aggregate computing
Towards a foundational API for resilient distributed systems design,Distributed and Decentralized Algorithms for Functional Programmable Matter
Towards a foundational API for resilient distributed systems design,Progettazione di una piattaforma web per la simulazione di programmi aggregati
Multi-sensor profiling for precision soil-moisture monitoring,Internet-of-Things-Based Multiple-Sensor Monitoring System for Soil Information Diagnosis Using a Smartphone
Multi-sensor profiling for precision soil-moisture monitoring,Model application for estimation of Agri-environmental indicators of kiwi production: a case study in Northern Greece
Multi-sensor profiling for precision soil-moisture monitoring,A pipeline robot system for monitoring soil water content distribution
Multi-sensor profiling for precision soil-moisture monitoring,Optimization algorithm for determining working water head of subsurface irrigation with ceramic emitters based on soil wetting patterns
Multi-sensor profiling for precision soil-moisture monitoring,Soil analysis with machine-learning-based processing of stepped-frequency GPR field measurements: Preliminary study
Multi-sensor profiling for precision soil-moisture monitoring,Comparing quasi-3D soil moisture derived from electromagnetic induction with 1D moisture sensors and correlation to barley yield in variable duplex soil
Multi-sensor profiling for precision soil-moisture monitoring,Evaluation of the Accuracy of the Remote Determination of the Brewster Angle When Measuring Physicochemical Parameters of Soil
Multi-sensor profiling for precision soil-moisture monitoring,Fine-grained Soil Moisture Monitoring with PLUTO
Multi-sensor profiling for precision soil-moisture monitoring,Environmental and Agricultural Applications of Sensors
Multi-sensor profiling for precision soil-moisture monitoring,Towards a Process-Driven Design of Data Platforms.
Multi-sensor profiling for precision soil-moisture monitoring,Soil Moisture Mapping Using Electromagnetic Induction (EMI) in Agricultural Systems
Enhancing cubes with models to describe multidimensional data,"Cube query interestingness: Novelty, relevance, peculiarity and surprise"
Enhancing cubes with models to describe multidimensional data,Advances on data management and information systems
Enhancing cubes with models to describe multidimensional data,Assessment Methods for the Interestingness of Cube Queries.
Enhancing cubes with models to describe multidimensional data,Explaining cube measures through Intentional Analytics
Enhancing cubes with models to describe multidimensional data,The Whys and Wherefores of Cubes.
Enhancing cubes with models to describe multidimensional data,Suggesting assess queries for interactive analysis of multidimensional data
Enhancing cubes with models to describe multidimensional data,Breaking the 80: 20 rule in health research using large administrative data sets
Enhancing cubes with models to describe multidimensional data,Insights into commonalities of a sample: A visualization framework to explore unusual subset-dataset relationships
Enhancing cubes with models to describe multidimensional data,"Cube Interestingness: Novelty, Relevance, Peculiarity and Surprise"
Enhancing cubes with models to describe multidimensional data,Data Cube Technology for Accessing of Large Database
Enhancing cubes with models to describe multidimensional data,Ocean-DC: An analysis ready data cube framework for environmental and climate change monitoring over the port areas
Enhancing cubes with models to describe multidimensional data,Insight-based vocalization of OLAP sessions
Enhancing cubes with models to describe multidimensional data,Using Regression to Explain Cube Measures
Enhancing cubes with models to describe multidimensional data,Describing and Assessing Cubes Through Intentional Analytics
Enhancing cubes with models to describe multidimensional data,A framework for crafting data narratives
Enhancing cubes with models to describe multidimensional data,Optimisation and interactive data analysis: the Traveling Analyst Problem
Enhancing cubes with models to describe multidimensional data,The Research Future of Management Accounting Based on Data-Based Systems
Enhancing cubes with models to describe multidimensional data,Faster Access Of Credit Cards Through Data Cube Technology
Enhancing cubes with models to describe multidimensional data,Describing Multidimensional Data Through Highlights.
Enhancing cubes with models to describe multidimensional data,Optimisation et analyse interactive de données: le Problème du Voyageur de Données
Enhancing cubes with models to describe multidimensional data,"of OLAP Sessions. In: Chiusano, S., Cerquitelli, T., Wrembel, R.(eds) Advances in Databases and Information Systems. ADBIS 2022. Lecture Notes in Computer …"
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,Interactive hyperparameter optimization in multi-objective problems via preference learning
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,Automated data processing and feature engineering for deep learning and big data applications: a survey
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,AutoClues: Exploring Clustering Pipelines via AutoML and Diversification
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,Data Preprocessing Using AutoML: A Survey
Exploiting the Internet Resources for Autonomous Robots in Agriculture,Laser weed seed control: Challenges and opportunities
Exploiting the Internet Resources for Autonomous Robots in Agriculture,Environmental performance of an autonomous laser weeding robot—a case study
Exploiting the Internet Resources for Autonomous Robots in Agriculture,Crop Identification and Growth Stage Determination for Autonomous Navigation of Agricultural Robots
Exploiting the Internet Resources for Autonomous Robots in Agriculture,Robots and Autonomous Machines for Sustainable Agriculture Production
Exploiting the Internet Resources for Autonomous Robots in Agriculture,Potential of Eco-Weeding with High-Power Laser Adoption from the Farmers' Perspective
Exploiting the Internet Resources for Autonomous Robots in Agriculture,An extensive survey of smart agriculture technologies: Current security posture
Exploiting the Internet Resources for Autonomous Robots in Agriculture,An Efficient Guiding Manager for Ground Mobile Robots in Agriculture
Exploiting the Internet Resources for Autonomous Robots in Agriculture,Change Management for the Sustainable Development of the Agrarian Economy of Artificial Intelligence
Exploiting the Internet Resources for Autonomous Robots in Agriculture,Enabling Autonomous Navigation on the Farm: A Mission Planner for Agricultural Tasks
Exploiting the Internet Resources for Autonomous Robots in Agriculture,"Software Architecture for Agricultural Robots: Systems, Requirements, Challenges, Case Studies, and Future Perspectives"
Exploiting the Internet Resources for Autonomous Robots in Agriculture,Check for updates A Perception Skill for Herding with a 4-Legged Robot
Exploiting the Internet Resources for Autonomous Robots in Agriculture,A Mission Planner for Autonomous Tasks in Farms
Exploiting the Internet Resources for Autonomous Robots in Agriculture,The importance of eco-innovative weed control using laser technology in creating sustainable agriculture in the European Union. Socio-economic perspective
Conversational OLAP in action,Conversational OLAP
Conversational OLAP in action,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Conversational OLAP in action,Designing a Star Schema for Optimizing the Total Sales of Motorcycles
A Similarity Function for Multi-Level and Multi-Dimensional Itemsets,Summarization and visualization of multi-level and multi-dimensional itemsets
A Similarity Function for Multi-Level and Multi-Dimensional Itemsets,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Streaming Approach to Schema Profiling,Dynamic Stream Clustering for Real-Time Schema Profiling with Dsc+
Insight-based vocalization of OLAP sessions,Personalized OLAP queries under Hierarchical Visualization Constraint
Insight-based vocalization of OLAP sessions,A framework for crafting data narratives
Cost-based optimization of multistore query plans,Database management system performance comparisons: A systematic literature review
Cost-based optimization of multistore query plans,Optimizing Data Integration Processes with the Support of Machine Learning-Is it really possible?
Cost-based optimization of multistore query plans,On the Optimization of Query Plans in Multistores
Supporting the Generation of Data Narratives,Computational understanding of narratives: A survey
Supporting the Generation of Data Narratives,Enhancing cubes with models to describe multidimensional data
Supporting the Generation of Data Narratives,On the design of an interactive automatic Python programming skills assessment system
Supporting the Generation of Data Narratives,FABULA: Intelligence Report Generation Using Retrieval-Augmented Narrative Construction
Supporting the Generation of Data Narratives,Computational narratives using Model-Driven Engineering
Supporting the Generation of Data Narratives,A data narrative about tuberculosis pandemic in Gabon.
Supporting the Generation of Data Narratives,A framework for crafting data narratives
Supporting the Generation of Data Narratives,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Supporting the Generation of Data Narratives,Un modèle conceptual de narration de données
Supporting the Generation of Data Narratives,Modéliser la démarche du data journaliste
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Parents' decisions to vaccinate children against COVID-19: A scoping review
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Multi-perspectives systematic review on the applications of sentiment analysis for vaccine hesitancy
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",COVID-19 fake news diffusion across Latin America
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Understanding public perceptions of COVID-19 contact tracing apps: Artificial intelligence–enabled social media analysis
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",# Antivaccination on Instagram: A computational analysis of hashtag activism through photos and public responses
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Free choice in the making: Vaccine-related activism as an alternative form of citizenship during the Covid-19 pandemic
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Detecting anti-vaccine users on Twitter
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Conceptualizing analytics: an overview of business intelligence and analytics from a conceptual-modeling perspective
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Optimal Methodology for Addressing the Social Impact Component within Project Proposals and Curriculum Vitae
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Respecifying Fieldwork: Refused Knowledge Communities Explored Through the Reflexive Lens
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy","Parents' Decisions to Vaccinate Children against COVID-19: A Scoping Review. Vaccines 2021, 9, 1476"
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Towards a conceptual model for data narratives,Intelligent narrative summaries: From indicative to informative summarization
Towards a conceptual model for data narratives,Three trajectories for narrative visualisation
Towards a conceptual model for data narratives,Towards enhancing database education: Natural language generation meets query execution plans
Towards a conceptual model for data narratives,"Why did the “missing middle” miss the train? An actors-in-systems exploration of barriers to intensified family housing in Waterloo region, Canada"
Towards a conceptual model for data narratives,Data narrative crafting via a comprehensive and well-founded process
Towards a conceptual model for data narratives,Highlighting the Importance of Intentional Aspects in Data Narrative Crafting Processes
Towards a conceptual model for data narratives,Insights into commonalities of a sample: A visualization framework to explore unusual subset-dataset relationships
Towards a conceptual model for data narratives,Telling stories with data--A systematic review
Towards a conceptual model for data narratives,Unidata-A Modern Master Data Management Platform.
Towards a conceptual model for data narratives,Computational narratives using Model-Driven Engineering
Towards a conceptual model for data narratives,A Conceptual Model for Data Storytelling Highlights in Business Intelligence Environments
Towards a conceptual model for data narratives,Binding Data Narrations-Corroborating the Plausibility of Scientific Narratives by Open Research Data
Towards a conceptual model for data narratives,A data narrative about tuberculosis pandemic in Gabon.
Towards a conceptual model for data narratives,A declarative approach to data narration
Towards a conceptual model for data narratives,"The Influence of Whatsapp Social Media, Parental Supervision, and Youth and Adolescent Lifestyles on Drug and Addictive Substance Use in Manado City"
Towards a conceptual model for data narratives,Beyond Dashboards? Designing Data Stories for Effective Use in Business Intelligence and Analytics
Towards a conceptual model for data narratives,A framework for crafting data narratives
Towards a conceptual model for data narratives,Generating Personalized Data Narrations from EDA Notebooks.
Towards a conceptual model for data narratives,Data Narration for the People: Challenges and Opportunities
Towards a conceptual model for data narratives,Narrative Visualizations Best Practices and Evaluation: A Systematic Mapping Study
Towards a conceptual model for data narratives,Connecting the Dots: Refugee Data Narratives
Towards a conceptual model for data narratives,Data Narrative Crafting via a Comprehensive and Well-Founded Process
Towards a conceptual model for data narratives,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Towards a conceptual model for data narratives,Un modèle conceptual de narration de données
Towards a conceptual model for data narratives,"Fouille de séquences de mobilité sémantique: sur l'élaboration de mesures pour la comparaison, l'analyse et la découverte de comportements"
Towards a conceptual model for data narratives,"Système d'information décisionnel, de la narration à la simulation: application à la surveillance épidémiologique de la tuberculose au Gabon"
Towards a conceptual model for data narratives,Data narrative crafting via a comprehensive and well-founded process
Towards a conceptual model for data narratives,BEYOND DASHBOARDS? DESIGNING DATA STORIES FOR EFFECTIVE USE IN BUSINESS INTELLIGENCE AND ANALYTICS
Towards a conceptual model for data narratives,Modéliser la démarche du data journaliste
Colossal Trajectory Mining: A unifying approach to mine behavioral mobility patterns,Particle filtering supported probability density estimation of mobility patterns
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Traffic congestion forecasting in shanghai based on multi-period hotspot clustering
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Colossal Trajectory Mining: A unifying approach to mine behavioral mobility patterns
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,User‐centered road network traffic analysis with MobilityDB
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Evolving map matching with markov decision processes
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,A Systematic Review of Deep Learning Architectures in Traffic Congestion Prediction.
